CINDA BACKUP   BCK00320241224  75636  38573
    480) Area:3 Z=46  PD-103    bl:2     ln:2    
    481) Area:3 Z=46  PD-104    bl:39    ln:64   
    482) Area:3 Z=46  PD-105    bl:61    ln:93   
    483) Area:3 Z=46  PD-106    bl:63    ln:111  
    484) Area:3 Z=46  PD-107    bl:18    ln:21   
    485) Area:3 Z=46  PD-108    bl:86    ln:160  
    486) Area:3 Z=46  PD-109    bl:16    ln:21   
    487) Area:3 Z=46  PD-110    bl:81    ln:172  
    488) Area:3 Z=46  PD-111    bl:3     ln:4    
    489) Area:3 Z=46  PD-112    bl:13    ln:17   
    490) Area:3 Z=46  PD-113    bl:2     ln:2    
    491) Area:3 Z=46  PD-114    bl:2     ln:2    
    492) Area:3 Z=46  PD-99     bl:2     ln:2    
    493) Area:3 Z=46  PD-CMP    bl:2     ln:2    
    494) Area:3 Z=47  AG-0      bl:102   ln:238  
    495) Area:3 Z=47  AG-102    bl:2     ln:2    
    496) Area:3 Z=47  AG-103    bl:2     ln:2    
    497) Area:3 Z=47  AG-104    bl:2     ln:2    
    498) Area:3 Z=47  AG-105    bl:2     ln:2    
    499) Area:3 Z=47  AG-106    bl:3     ln:3    
    500) Area:3 Z=47  AG-107    bl:117   ln:236  
    501) Area:3 Z=47  AG-108    bl:6     ln:6    
    502) Area:3 Z=47  AG-109    bl:146   ln:299  
    503) Area:3 Z=47  AG-110    bl:6     ln:6    
    504) Area:3 Z=47  AG-111    bl:12    ln:15   
    505) Area:3 Z=47  AG-112    bl:3     ln:3    
    506) Area:3 Z=47  AG-113    bl:2     ln:2    
    507) Area:3 Z=47  AG-114    bl:2     ln:2    
    508) Area:3 Z=47  AG-115    bl:2     ln:2    
    509) Area:3 Z=47  AG-CMP    bl:3     ln:5    
    510) Area:3 Z=48  CD-0      bl:81    ln:202  
    511) Area:3 Z=48  CD-104    bl:3     ln:4    
    512) Area:3 Z=48  CD-105    bl:2     ln:2    
    513) Area:3 Z=48  CD-106    bl:54    ln:116  
    514) Area:3 Z=48  CD-107    bl:2     ln:2    
    515) Area:3 Z=48  CD-108    bl:37    ln:74   
    516) Area:3 Z=48  CD-109    bl:5     ln:6    
    517) Area:3 Z=48  CD-110    bl:66    ln:130  
    518) Area:3 Z=48  CD-111    bl:56    ln:113  
    519) Area:3 Z=48  CD-112    bl:78    ln:150  
    520) Area:3 Z=48  CD-113    bl:71    ln:104  
    521) Area:3 Z=48  CD-114    bl:88    ln:175  
    522) Area:3 Z=48  CD-115    bl:14    ln:24   
    523) Area:3 Z=48  CD-116    bl:76    ln:157  
    524) Area:3 Z=48  CD-117    bl:4     ln:7    
    525) Area:3 Z=48  CD-118    bl:3     ln:4    
    526) Area:3 Z=49  IN-0      bl:55    ln:162  
    527) Area:3 Z=49  IN-106    bl:2     ln:2    
    528) Area:3 Z=49  IN-107    bl:2     ln:2    
    529) Area:3 Z=49  IN-108    bl:2     ln:2    
    530) Area:3 Z=49  IN-109    bl:2     ln:2    
    531) Area:3 Z=49  IN-110    bl:2     ln:2    
    532) Area:3 Z=49  IN-111    bl:2     ln:2    
    533) Area:3 Z=49  IN-112    bl:2     ln:2    
    534) Area:3 Z=49  IN-113    bl:96    ln:228  
    535) Area:3 Z=49  IN-114    bl:4     ln:4    
    536) Area:3 Z=49  IN-115    bl:297   ln:642  
    537) Area:3 Z=49  IN-116    bl:9     ln:13   
    538) Area:3 Z=49  IN-117    bl:2     ln:2    
    539) Area:3 Z=49  IN-118    bl:2     ln:2    
    540) Area:3 Z=49  IN-119    bl:2     ln:2    
    541) Area:3 Z=49  IN-120    bl:2     ln:2    
    542) Area:3 Z=49  IN-121    bl:2     ln:2    
    543) Area:3 Z=49  IN-122    bl:2     ln:2    
    544) Area:3 Z=49  IN-123    bl:2     ln:2    
    545) Area:3 Z=49  IN-CMP    bl:1     ln:1    
    546) Area:3 Z=50  SN-0      bl:61    ln:139  
    547) Area:3 Z=50  SN-108    bl:2     ln:2    
    548) Area:3 Z=50  SN-109    bl:2     ln:2    
    549) Area:3 Z=50  SN-110    bl:3     ln:4    
    550) Area:3 Z=50  SN-111    bl:2     ln:2    
    551) Area:3 Z=50  SN-112    bl:100   ln:179  
    552) Area:3 Z=50  SN-113    bl:4     ln:5    
    553) Area:3 Z=50  SN-114    bl:39    ln:51   
    554) Area:3 Z=50  SN-115    bl:43    ln:60   
    555) Area:3 Z=50  SN-116    bl:75    ln:120  
    556) Area:3 Z=50  SN-117    bl:67    ln:112  
    557) Area:3 Z=50  SN-118    bl:91    ln:156  
    558) Area:3 Z=50  SN-119    bl:44    ln:58   
    559) Area:3 Z=50  SN-120    bl:131   ln:236  
    560) Area:3 Z=50  SN-121    bl:13    ln:17   
    561) Area:3 Z=50  SN-122    bl:59    ln:91   
    562) Area:3 Z=50  SN-123    bl:13    ln:16   
    563) Area:3 Z=50  SN-124    bl:108   ln:203  
    564) Area:3 Z=50  SN-125    bl:14    ln:18   
    565) Area:3 Z=50  SN-126    bl:13    ln:19   
    566) Area:3 Z=50  SN-127    bl:2     ln:2    
    567) Area:3 Z=50  SN-128    bl:2     ln:2    
    568) Area:3 Z=50  SN-132    bl:1     ln:1    
    569) Area:3 Z=50  SN-CMP    bl:1     ln:1    
    570) Area:3 Z=51  SB-0      bl:63    ln:152  
    571) Area:3 Z=51  SB-113    bl:2     ln:2    
    572) Area:3 Z=51  SB-114    bl:2     ln:2    
    573) Area:3 Z=51  SB-115    bl:2     ln:2    
    574) Area:3 Z=51  SB-116    bl:2     ln:2    
    575) Area:3 Z=51  SB-117    bl:2     ln:2    
    576) Area:3 Z=51  SB-118    bl:4     ln:6    
    577) Area:3 Z=51  SB-119    bl:2     ln:2    
    578) Area:3 Z=51  SB-120    bl:2     ln:2    
    579) Area:3 Z=51  SB-121    bl:136   ln:227  
    580) Area:3 Z=51  SB-122    bl:15    ln:19   
    581) Area:3 Z=51  SB-123    bl:109   ln:180  
    582) Area:3 Z=51  SB-124    bl:13    ln:16   
    583) Area:3 Z=51  SB-125    bl:13    ln:16   
    584) Area:3 Z=51  SB-126    bl:12    ln:15   
    585) Area:3 Z=51  SB-127    bl:12    ln:15   
    586) Area:3 Z=51  SB-128    bl:12    ln:15   
    587) Area:3 Z=51  SB-129    bl:2     ln:2    
    588) Area:3 Z=51  SB-131    bl:1     ln:1    
    589) Area:3 Z=52  TE-0      bl:29    ln:70   
    590) Area:3 Z=52  TE-116    bl:2     ln:2    
    591) Area:3 Z=52  TE-117    bl:2     ln:2    
    592) Area:3 Z=52  TE-118    bl:2     ln:2    
    593) Area:3 Z=52  TE-119    bl:2     ln:2    
    594) Area:3 Z=52  TE-120    bl:28    ln:46   
    595) Area:3 Z=52  TE-121    bl:2     ln:2    
    596) Area:3 Z=52  TE-122    bl:64    ln:102  
    597) Area:3 Z=52  TE-123    bl:34    ln:51   
    598) Area:3 Z=52  TE-124    bl:70    ln:125  
    599) Area:3 Z=52  TE-125    bl:38    ln:62   
    600) Area:3 Z=52  TE-126    bl:66    ln:112  
    601) Area:3 Z=52  TE-127    bl:14    ln:24   
    602) Area:3 Z=52  TE-128    bl:93    ln:167  
    603) Area:3 Z=52  TE-129    bl:15    ln:25   
    604) Area:3 Z=52  TE-130    bl:97    ln:190  
    605) Area:3 Z=52  TE-131    bl:16    ln:27   
    606) Area:3 Z=52  TE-132    bl:14    ln:19   
    607) Area:3 Z=52  TE-133    bl:2     ln:2    
    608) Area:3 Z=52  TE-134    bl:2     ln:2    
    609) Area:3 Z=52  TE-CMP    bl:1     ln:1    
    610) Area:3 Z=53  I-119     bl:2     ln:2    
    611) Area:3 Z=53  I-120     bl:2     ln:2    
    612) Area:3 Z=53  I-121     bl:2     ln:2    
    613) Area:3 Z=53  I-122     bl:2     ln:2    
    614) Area:3 Z=53  I-123     bl:2     ln:2    
    615) Area:3 Z=53  I-124     bl:2     ln:2    
    616) Area:3 Z=53  I-125     bl:4     ln:4    
    617) Area:3 Z=53  I-126     bl:4     ln:4    
    618) Area:3 Z=53  I-127     bl:178   ln:371  
    619) Area:3 Z=53  I-128     bl:4     ln:4    
    620) Area:3 Z=53  I-129     bl:23    ln:30   
    621) Area:3 Z=53  I-130     bl:13    ln:16   
    622) Area:3 Z=53  I-131     bl:13    ln:16   
    623) Area:3 Z=53  I-132     bl:2     ln:2    
    624) Area:3 Z=53  I-133     bl:12    ln:15   
    625) Area:3 Z=53  I-134     bl:2     ln:2    
    626) Area:3 Z=53  I-135     bl:15    ln:18   
    627) Area:3 Z=53  I-136     bl:2     ln:2    
    628) Area:3 Z=54  XE-0      bl:17    ln:30   
    629) Area:3 Z=54  XE-121    bl:2     ln:2    
    630) Area:3 Z=54  XE-122    bl:2     ln:2    
    631) Area:3 Z=54  XE-123    bl:3     ln:3    
    632) Area:3 Z=54  XE-124    bl:28    ln:39   
    633) Area:3 Z=54  XE-125    bl:3     ln:3    
    634) Area:3 Z=54  XE-126    bl:23    ln:29   
    635) Area:3 Z=54  XE-127    bl:3     ln:3    
    636) Area:3 Z=54  XE-128    bl:30    ln:35   
    637) Area:3 Z=54  XE-129    bl:20    ln:27   
    638) Area:3 Z=54  XE-130    bl:29    ln:36   
    639) Area:3 Z=54  XE-131    bl:43    ln:57   
    640) Area:3 Z=54  XE-132    bl:36    ln:44   
    641) Area:3 Z=54  XE-133    bl:13    ln:16   
    642) Area:3 Z=54  XE-134    bl:38    ln:47   
    643) Area:3 Z=54  XE-135    bl:20    ln:24   
    644) Area:3 Z=54  XE-136    bl:36    ln:60   
    645) Area:3 Z=54  XE-137    bl:2     ln:2    
    646) Area:3 Z=54  XE-138    bl:2     ln:2    
    647) Area:3 Z=55  CS-125    bl:2     ln:2    
    648) Area:3 Z=55  CS-126    bl:2     ln:2    
    649) Area:3 Z=55  CS-127    bl:2     ln:2    
    650) Area:3 Z=55  CS-128    bl:2     ln:2    
    651) Area:3 Z=55  CS-129    bl:2     ln:2    
    652) Area:3 Z=55  CS-130    bl:2     ln:2    
    653) Area:3 Z=55  CS-131    bl:2     ln:2    
    654) Area:3 Z=55  CS-132    bl:2     ln:2    
    655) Area:3 Z=55  CS-133    bl:121   ln:289  
    656) Area:3 Z=55  CS-134    bl:20    ln:23   
    657) Area:3 Z=55  CS-135    bl:18    ln:21   
    658) Area:3 Z=55  CS-136    bl:13    ln:18   
    659) Area:3 Z=55  CS-137    bl:17    ln:22   
    660) Area:3 Z=55  CS-138    bl:2     ln:2    
    661) Area:3 Z=55  CS-139    bl:2     ln:2    
    662) Area:3 Z=55  CS-CMP    bl:3     ln:5    
    663) Area:3 Z=56  BA-0      bl:31    ln:77   
    664) Area:3 Z=56  BA-126    bl:2     ln:2    
    665) Area:3 Z=56  BA-127    bl:2     ln:2    
    666) Area:3 Z=56  BA-128    bl:2     ln:2    
    667) Area:3 Z=56  BA-129    bl:2     ln:2    
    668) Area:3 Z=56  BA-130    bl:21    ln:35   
    669) Area:3 Z=56  BA-131    bl:3     ln:4    
    670) Area:3 Z=56  BA-132    bl:38    ln:62   
    671) Area:3 Z=56  BA-133    bl:3     ln:4    
    672) Area:3 Z=56  BA-134    bl:55    ln:141  
    673) Area:3 Z=56  BA-135    bl:36    ln:83   
    674) Area:3 Z=56  BA-136    bl:66    ln:147  
    675) Area:3 Z=56  BA-137    bl:44    ln:97   
    676) Area:3 Z=56  BA-138    bl:109   ln:266  
    677) Area:3 Z=56  BA-139    bl:4     ln:4    
    678) Area:3 Z=56  BA-140    bl:12    ln:15   
    679) Area:3 Z=56  BA-141    bl:2     ln:2    
    680) Area:3 Z=56  BA-CMP    bl:1     ln:4    
    681) Area:3 Z=57  LA-0      bl:4     ln:10   
    682) Area:3 Z=57  LA-129    bl:2     ln:2    
    683) Area:3 Z=57  LA-130    bl:2     ln:2    
    684) Area:3 Z=57  LA-131    bl:2     ln:2    
    685) Area:3 Z=57  LA-132    bl:2     ln:2    
    686) Area:3 Z=57  LA-134    bl:2     ln:2    
    687) Area:3 Z=57  LA-135    bl:2     ln:2    
    688) Area:3 Z=57  LA-136    bl:2     ln:2    
    689) Area:3 Z=57  LA-137    bl:3     ln:3    
    690) Area:3 Z=57  LA-138    bl:14    ln:16   
    691) Area:3 Z=57  LA-139    bl:131   ln:270  
    692) Area:3 Z=57  LA-140    bl:13    ln:16   
    693) Area:3 Z=57  LA-141    bl:3     ln:3    
    694) Area:3 Z=57  LA-142    bl:2     ln:2    
    695) Area:3 Z=57  LA-143    bl:2     ln:2    
    696) Area:3 Z=57  LA-CMP    bl:3     ln:3    
    697) Area:3 Z=58  CE-0      bl:31    ln:73   
    698) Area:3 Z=58  CE-131    bl:2     ln:2    
    699) Area:3 Z=58  CE-132    bl:2     ln:2    
    700) Area:3 Z=58  CE-134    bl:2     ln:2    
    701) Area:3 Z=58  CE-135    bl:2     ln:2    
    702) Area:3 Z=58  CE-136    bl:25    ln:36   
    703) Area:3 Z=58  CE-137    bl:2     ln:2    
    704) Area:3 Z=58  CE-138    bl:25    ln:38   
    705) Area:3 Z=58  CE-139    bl:3     ln:3    
    706) Area:3 Z=58  CE-140    bl:121   ln:234  
    707) Area:3 Z=58  CE-141    bl:21    ln:24   
    708) Area:3 Z=58  CE-142    bl:84    ln:135  
    709) Area:3 Z=58  CE-143    bl:13    ln:16   
    710) Area:3 Z=58  CE-144    bl:21    ln:24   
    711) Area:3 Z=58  CE-145    bl:2     ln:2    
    712) Area:3 Z=58  CE-OXI    bl:1     ln:5    
    713) Area:3 Z=59  PR-137    bl:2     ln:2    
    714) Area:3 Z=59  PR-138    bl:2     ln:2    
    715) Area:3 Z=59  PR-139    bl:2     ln:2    
    716) Area:3 Z=59  PR-140    bl:2     ln:2    
    717) Area:3 Z=59  PR-141    bl:164   ln:385  
    718) Area:3 Z=59  PR-142    bl:15    ln:18   
    719) Area:3 Z=59  PR-143    bl:12    ln:15   
    720) Area:3 Z=59  PR-144    bl:2     ln:2    
    721) Area:3 Z=59  PR-145    bl:12    ln:15   
    722) Area:3 Z=59  PR-146    bl:2     ln:2    
    723) Area:3 Z=59  PR-147    bl:2     ln:2    
    724) Area:3 Z=60  ND-0      bl:24    ln:52   
    725) Area:3 Z=60  ND-139    bl:2     ln:2    
    726) Area:3 Z=60  ND-140    bl:2     ln:2    
    727) Area:3 Z=60  ND-141    bl:2     ln:2    
    728) Area:3 Z=60  ND-142    bl:73    ln:163  
    729) Area:3 Z=60  ND-143    bl:60    ln:168  
    730) Area:3 Z=60  ND-144    bl:51    ln:97   
    731) Area:3 Z=60  ND-145    bl:49    ln:83   
    732) Area:3 Z=60  ND-146    bl:69    ln:136  
    733) Area:3 Z=60  ND-147    bl:13    ln:16   
    734) Area:3 Z=60  ND-148    bl:82    ln:172  
    735) Area:3 Z=60  ND-149    bl:3     ln:3    
    736) Area:3 Z=60  ND-150    bl:65    ln:116  
    737) Area:3 Z=61  PM-141    bl:2     ln:2    
    738) Area:3 Z=61  PM-142    bl:2     ln:2    
    739) Area:3 Z=61  PM-143    bl:2     ln:2    
    740) Area:3 Z=61  PM-144    bl:2     ln:2    
    741) Area:3 Z=61  PM-145    bl:2     ln:2    
    742) Area:3 Z=61  PM-146    bl:3     ln:3    
    743) Area:3 Z=61  PM-147    bl:21    ln:25   
    744) Area:3 Z=61  PM-148    bl:19    ln:30   
    745) Area:3 Z=61  PM-148-M1 bl:1     ln:1    
    746) Area:3 Z=61  PM-149    bl:13    ln:16   
    747) Area:3 Z=61  PM-150    bl:4     ln:8    
    748) Area:3 Z=61  PM-151    bl:12    ln:15   
    749) Area:3 Z=61  PM-152    bl:2     ln:2    
    750) Area:3 Z=62  SM-0      bl:30    ln:61   
    751) Area:3 Z=62  SM-142    bl:2     ln:2    
    752) Area:3 Z=62  SM-143    bl:4     ln:5    
    753) Area:3 Z=62  SM-144    bl:99    ln:206  
    754) Area:3 Z=62  SM-145    bl:4     ln:6    
    755) Area:3 Z=62  SM-146    bl:6     ln:7    
    756) Area:3 Z=62  SM-147    bl:71    ln:177  
    757) Area:3 Z=62  SM-148    bl:49    ln:69   
    758) Area:3 Z=62  SM-149    bl:66    ln:143  
    759) Area:3 Z=62  SM-150    bl:70    ln:98   
    760) Area:3 Z=62  SM-151    bl:31    ln:36   
    761) Area:3 Z=62  SM-152    bl:115   ln:184  
    762) Area:3 Z=62  SM-153    bl:13    ln:16   
    763) Area:3 Z=62  SM-154    bl:111   ln:180  
    764) Area:3 Z=62  SM-155    bl:3     ln:3    
    765) Area:3 Z=62  SM-156    bl:13    ln:17   
    766) Area:3 Z=63  EU-0      bl:21    ln:45   
    767) Area:3 Z=63  EU-145    bl:2     ln:2    
    768) Area:3 Z=63  EU-146    bl:2     ln:2    
    769) Area:3 Z=63  EU-147    bl:2     ln:2    
    770) Area:3 Z=63  EU-148    bl:2     ln:2    
    771) Area:3 Z=63  EU-149    bl:2     ln:2    
    772) Area:3 Z=63  EU-150    bl:3     ln:3    
    773) Area:3 Z=63  EU-151    bl:90    ln:191  
    774) Area:3 Z=63  EU-152    bl:7     ln:9    
    775) Area:3 Z=63  EU-153    bl:91    ln:169  
    776) Area:3 Z=63  EU-154    bl:20    ln:24   
    777) Area:3 Z=63  EU-155    bl:20    ln:24   
    778) Area:3 Z=63  EU-156    bl:13    ln:18   
    779) Area:3 Z=63  EU-157    bl:12    ln:15   
    780) Area:3 Z=63  EU-159    bl:2     ln:2    
    781) Area:3 Z=64  GD-0      bl:33    ln:86   
    782) Area:3 Z=64  GD-146    bl:2     ln:2    
    783) Area:3 Z=64  GD-147    bl:2     ln:2    
    784) Area:3 Z=64  GD-148    bl:1     ln:1    
    785) Area:3 Z=64  GD-149    bl:2     ln:2    
    786) Area:3 Z=64  GD-150    bl:2     ln:2    
    787) Area:3 Z=64  GD-151    bl:2     ln:2    
    788) Area:3 Z=64  GD-152    bl:19    ln:25   
    789) Area:3 Z=64  GD-153    bl:3     ln:3    
    790) Area:3 Z=64  GD-154    bl:30    ln:57   
    791) Area:3 Z=64  GD-155    bl:45    ln:61   
    792) Area:3 Z=64  GD-156    bl:43    ln:63   
    793) Area:3 Z=64  GD-157    bl:52    ln:73   
    794) Area:3 Z=64  GD-158    bl:57    ln:93   
    795) Area:3 Z=64  GD-159    bl:14    ln:22   
    796) Area:3 Z=64  GD-160    bl:62    ln:123  
    797) Area:3 Z=64  GD-161    bl:3     ln:9    
    798) Area:3 Z=65  TB-148    bl:2     ln:2    
    799) Area:3 Z=65  TB-150    bl:2     ln:2    
    800) Area:3 Z=65  TB-151    bl:2     ln:2    
    801) Area:3 Z=65  TB-152    bl:2     ln:2    
    802) Area:3 Z=65  TB-153    bl:2     ln:2    
    803) Area:3 Z=65  TB-154    bl:2     ln:2    
    804) Area:3 Z=65  TB-155    bl:2     ln:2    
    805) Area:3 Z=65  TB-156    bl:2     ln:2    
    806) Area:3 Z=65  TB-157    bl:2     ln:2    
    807) Area:3 Z=65  TB-158    bl:13    ln:13   
    808) Area:3 Z=65  TB-159    bl:193   ln:426  
    809) Area:3 Z=65  TB-160    bl:12    ln:15   
    810) Area:3 Z=65  TB-161    bl:12    ln:15   
    811) Area:3 Z=65  TB-162    bl:2     ln:2    
    812) Area:3 Z=65  TB-163    bl:2     ln:2    
    813) Area:3 Z=66  DY-0      bl:32    ln:81   
    814) Area:3 Z=66  DY-150    bl:2     ln:2    
    815) Area:3 Z=66  DY-151    bl:2     ln:2    
    816) Area:3 Z=66  DY-152    bl:2     ln:2    
    817) Area:3 Z=66  DY-153    bl:2     ln:2    
    818) Area:3 Z=66  DY-154    bl:2     ln:2    
    819) Area:3 Z=66  DY-155    bl:2     ln:2    
    820) Area:3 Z=66  DY-156    bl:26    ln:38   
    821) Area:3 Z=66  DY-157    bl:2     ln:2    
    822) Area:3 Z=66  DY-158    bl:23    ln:31   
    823) Area:3 Z=66  DY-159    bl:2     ln:2    
    824) Area:3 Z=66  DY-160    bl:42    ln:102  
    825) Area:3 Z=66  DY-161    bl:46    ln:123  
    826) Area:3 Z=66  DY-162    bl:58    ln:119  
    827) Area:3 Z=66  DY-163    bl:52    ln:123  
    828) Area:3 Z=66  DY-164    bl:74    ln:141  
    829) Area:3 Z=66  DY-165    bl:8     ln:12   
    830) Area:3 Z=66  DY-166    bl:2     ln:2    
    831) Area:3 Z=67  HO-152    bl:2     ln:2    
    832) Area:3 Z=67  HO-153    bl:2     ln:2    
    833) Area:3 Z=67  HO-158    bl:2     ln:2    
    834) Area:3 Z=67  HO-159    bl:2     ln:2    
    835) Area:3 Z=67  HO-160    bl:2     ln:2    
    836) Area:3 Z=67  HO-161    bl:2     ln:2    
    837) Area:3 Z=67  HO-162    bl:2     ln:2    
    838) Area:3 Z=67  HO-163    bl:2     ln:2    
    839) Area:3 Z=67  HO-164    bl:2     ln:2    
    840) Area:3 Z=67  HO-165    bl:207   ln:461  
    841) Area:3 Z=67  HO-166    bl:5     ln:9    
    842) Area:3 Z=67  HO-167    bl:2     ln:2    
    843) Area:3 Z=67  HO-168    bl:2     ln:2    
    844) Area:3 Z=67  HO-169    bl:2     ln:2    
    845) Area:3 Z=68  ER-0      bl:32    ln:90   
    846) Area:3 Z=68  ER-161    bl:2     ln:2    
    847) Area:3 Z=68  ER-162    bl:31    ln:55   
    848) Area:3 Z=68  ER-163    bl:3     ln:3    
    849) Area:3 Z=68  ER-164    bl:22    ln:29   
    850) Area:3 Z=68  ER-165    bl:3     ln:3    
    851) Area:3 Z=68  ER-166    bl:48    ln:76   
    852) Area:3 Z=68  ER-167    bl:46    ln:76   
    853) Area:3 Z=68  ER-168    bl:52    ln:81   
    854) Area:3 Z=68  ER-169    bl:4     ln:4    
    855) Area:3 Z=68  ER-170    bl:58    ln:95   
    856) Area:3 Z=68  ER-171    bl:3     ln:3    
    857) Area:3 Z=68  ER-172    bl:2     ln:2    
    858) Area:3 Z=69  TM-161    bl:2     ln:2    
    859) Area:3 Z=69  TM-162    bl:2     ln:2    
    860) Area:3 Z=69  TM-163    bl:2     ln:2    
    861) Area:3 Z=69  TM-164    bl:2     ln:2    
    862) Area:3 Z=69  TM-165    bl:2     ln:2    
    863) Area:3 Z=69  TM-166    bl:2     ln:2    
    864) Area:3 Z=69  TM-167    bl:2     ln:2    
    865) Area:3 Z=69  TM-168    bl:6     ln:6    
    866) Area:3 Z=69  TM-169    bl:169   ln:391  
    867) Area:3 Z=69  TM-170    bl:10    ln:10   
    868) Area:3 Z=69  TM-171    bl:8     ln:8    
    869) Area:3 Z=69  TM-172    bl:2     ln:2    
    870) Area:3 Z=69  TM-173    bl:2     ln:2    
    871) Area:3 Z=69  TM-174    bl:2     ln:2    
    872) Area:3 Z=69  TM-175    bl:2     ln:2    
    873) Area:3 Z=70  YB-0      bl:25    ln:84   
    874) Area:3 Z=70  YB-165    bl:2     ln:2    
    875) Area:3 Z=70  YB-166    bl:3     ln:4    
    876) Area:3 Z=70  YB-167    bl:2     ln:2    
    877) Area:3 Z=70  YB-168    bl:31    ln:48   
    878) Area:3 Z=70  YB-169    bl:5     ln:6    
    879) Area:3 Z=70  YB-170    bl:28    ln:43   
    880) Area:3 Z=70  YB-171    bl:19    ln:37   
    881) Area:3 Z=70  YB-172    bl:26    ln:36   
    882) Area:3 Z=70  YB-173    bl:24    ln:46   
    883) Area:3 Z=70  YB-174    bl:54    ln:88   
    884) Area:3 Z=70  YB-175    bl:5     ln:6    
    885) Area:3 Z=70  YB-176    bl:60    ln:93   
    886) Area:3 Z=70  YB-177    bl:3     ln:3    
    887) Area:3 Z=70  YB-CMP    bl:1     ln:2    
    888) Area:3 Z=71  LU-0      bl:19    ln:63   
    889) Area:3 Z=71  LU-167    bl:2     ln:2    
    890) Area:3 Z=71  LU-168    bl:2     ln:2    
    891) Area:3 Z=71  LU-169    bl:2     ln:2    
    892) Area:3 Z=71  LU-170    bl:2     ln:2    
    893) Area:3 Z=71  LU-171    bl:2     ln:2    
    894) Area:3 Z=71  LU-172    bl:2     ln:2    
    895) Area:3 Z=71  LU-173    bl:2     ln:2    
    896) Area:3 Z=71  LU-174    bl:2     ln:2    
    897) Area:3 Z=71  LU-175    bl:96    ln:174  
    898) Area:3 Z=71  LU-176    bl:46    ln:85   
    899) Area:3 Z=71  LU-177    bl:2     ln:2    
    900) Area:3 Z=71  LU-178    bl:2     ln:2    
    901) Area:3 Z=71  LU-179    bl:2     ln:2    
    902) Area:3 Z=72  HF-0      bl:43    ln:82   
    903) Area:3 Z=72  HF-174    bl:28    ln:38   
    904) Area:3 Z=72  HF-175    bl:2     ln:2    
    905) Area:3 Z=72  HF-176    bl:46    ln:62   
    906) Area:3 Z=72  HF-177    bl:35    ln:45   
    907) Area:3 Z=72  HF-178    bl:62    ln:89   
    908) Area:3 Z=72  HF-179    bl:46    ln:83   
    909) Area:3 Z=72  HF-180    bl:82    ln:136  
    910) Area:3 Z=72  HF-181    bl:5     ln:6    
    911) Area:3 Z=72  HF-182    bl:2     ln:2    
    912) Area:3 Z=72  HF-198    bl:1     ln:1    
    913) Area:3 Z=73  TA-0      bl:12    ln:28   
    914) Area:3 Z=73  TA-175    bl:2     ln:2    
    915) Area:3 Z=73  TA-177    bl:2     ln:2    
    916) Area:3 Z=73  TA-178    bl:2     ln:2    
    917) Area:3 Z=73  TA-179    bl:2     ln:2    
    918) Area:3 Z=73  TA-180    bl:13    ln:13   
    919) Area:3 Z=73  TA-180-M1 bl:2     ln:4    
    920) Area:3 Z=73  TA-181    bl:325   ln:716  
    921) Area:3 Z=73  TA-182    bl:6     ln:6    
    922) Area:3 Z=73  TA-183    bl:2     ln:2    
    923) Area:3 Z=73  TA-184    bl:2     ln:2    
    924) Area:3 Z=73  TA-185    bl:2     ln:2    
    925) Area:3 Z=74  W-0       bl:79    ln:198  
    926) Area:3 Z=74  W-179     bl:2     ln:2    
    927) Area:3 Z=74  W-180     bl:32    ln:38   
    928) Area:3 Z=74  W-181     bl:2     ln:2    
    929) Area:3 Z=74  W-182     bl:70    ln:103  
    930) Area:3 Z=74  W-183     bl:45    ln:58   
    931) Area:3 Z=74  W-184     bl:83    ln:132  
    932) Area:3 Z=74  W-185     bl:3     ln:3    
    933) Area:3 Z=74  W-186     bl:128   ln:213  
    934) Area:3 Z=74  W-187     bl:5     ln:5    
    935) Area:3 Z=74  W-188     bl:1     ln:2    
    936) Area:3 Z=74  W-OXI     bl:1     ln:5    
    937) Area:3 Z=75  RE-0      bl:15    ln:35   
    938) Area:3 Z=75  RE-180    bl:1     ln:1    
    939) Area:3 Z=75  RE-181    bl:2     ln:2    
    940) Area:3 Z=75  RE-182    bl:2     ln:2    
    941) Area:3 Z=75  RE-183    bl:2     ln:2    
    942) Area:3 Z=75  RE-184    bl:2     ln:2    
    943) Area:3 Z=75  RE-185    bl:45    ln:79   
    944) Area:3 Z=75  RE-186    bl:3     ln:3    
    945) Area:3 Z=75  RE-187    bl:65    ln:104  
    946) Area:3 Z=75  RE-188    bl:3     ln:3    
    947) Area:3 Z=75  RE-189    bl:2     ln:2    
    948) Area:3 Z=75  RE-190    bl:2     ln:2    
    949) Area:3 Z=75  RE-CMP    bl:1     ln:1    
    950) Area:3 Z=76  OS-0      bl:13    ln:26   
    951) Area:3 Z=76  OS-182    bl:2     ln:2    
    952) Area:3 Z=76  OS-183    bl:2     ln:2    
    953) Area:3 Z=76  OS-184    bl:17    ln:36   
    954) Area:3 Z=76  OS-185    bl:2     ln:2    
    955) Area:3 Z=76  OS-186    bl:20    ln:30   
    956) Area:3 Z=76  OS-187    bl:15    ln:17   
    957) Area:3 Z=76  OS-188    bl:28    ln:45   
    958) Area:3 Z=76  OS-189    bl:25    ln:35   
    959) Area:3 Z=76  OS-190    bl:43    ln:95   
    960) Area:3 Z=76  OS-191    bl:2     ln:2    
