CINDA BACKUP   BCK00320241224  75636  38573
     61) Area:3 Z=8   O-24      bl:1     ln:3    
     62) Area:3 Z=9   F-17      bl:8     ln:17   
     63) Area:3 Z=9   F-18      bl:1     ln:3    
     64) Area:3 Z=9   F-19      bl:171   ln:394  
     65) Area:3 Z=9   F-20      bl:3     ln:3    
     66) Area:3 Z=9   F-CMP     bl:4     ln:8    
     67) Area:3 Z=10  NE-0      bl:13    ln:28   
     68) Area:3 Z=10  NE-18     bl:1     ln:2    
     69) Area:3 Z=10  NE-20     bl:40    ln:79   
     70) Area:3 Z=10  NE-21     bl:5     ln:8    
     71) Area:3 Z=10  NE-22     bl:21    ln:43   
     72) Area:3 Z=11  NA-21     bl:1     ln:6    
     73) Area:3 Z=11  NA-22     bl:8     ln:11   
     74) Area:3 Z=11  NA-23     bl:171   ln:463  
     75) Area:3 Z=11  NA-24     bl:4     ln:4    
     76) Area:3 Z=11  NA-CMP    bl:3     ln:3    
     77) Area:3 Z=12  MG-0      bl:65    ln:170  
     78) Area:3 Z=12  MG-24     bl:161   ln:440  
     79) Area:3 Z=12  MG-25     bl:54    ln:106  
     80) Area:3 Z=12  MG-26     bl:61    ln:114  
     81) Area:3 Z=12  MG-27     bl:3     ln:6    
     82) Area:3 Z=12  MG-32     bl:1     ln:2    
     83) Area:3 Z=12  MG-CMP    bl:3     ln:4    
     84) Area:3 Z=13  AL-25     bl:3     ln:6    
     85) Area:3 Z=13  AL-26     bl:1     ln:1    
     86) Area:3 Z=13  AL-27     bl:618   ln:1505 
     87) Area:3 Z=13  AL-28     bl:4     ln:4    
     88) Area:3 Z=13  AL-CMP    bl:1     ln:1    
     89) Area:3 Z=13  AL-OXI    bl:1     ln:2    
     90) Area:3 Z=14  SI-0      bl:146   ln:385  
     91) Area:3 Z=14  SI-27     bl:1     ln:1    
     92) Area:3 Z=14  SI-28     bl:324   ln:953  
     93) Area:3 Z=14  SI-29     bl:67    ln:138  
     94) Area:3 Z=14  SI-30     bl:56    ln:128  
     95) Area:3 Z=14  SI-31     bl:2     ln:2    
     96) Area:3 Z=14  SI-CMP    bl:2     ln:3    
     97) Area:3 Z=14  SI-OXI    bl:4     ln:7    
     98) Area:3 Z=15  P-29      bl:1     ln:2    
     99) Area:3 Z=15  P-30      bl:1     ln:1    
    100) Area:3 Z=15  P-31      bl:124   ln:326  
    101) Area:3 Z=15  P-32      bl:3     ln:7    
    102) Area:3 Z=16  S-0       bl:59    ln:162  
    103) Area:3 Z=16  S-32      bl:123   ln:268  
    104) Area:3 Z=16  S-33      bl:16    ln:19   
    105) Area:3 Z=16  S-34      bl:49    ln:89   
    106) Area:3 Z=16  S-35      bl:1     ln:1    
    107) Area:3 Z=16  S-36      bl:9     ln:9    
    108) Area:3 Z=16  S-CMP     bl:7     ln:9    
    109) Area:3 Z=17  CL-0      bl:32    ln:59   
    110) Area:3 Z=17  CL-34     bl:1     ln:1    
    111) Area:3 Z=17  CL-35     bl:81    ln:149  
    112) Area:3 Z=17  CL-36     bl:4     ln:5    
    113) Area:3 Z=17  CL-37     bl:55    ln:105  
    114) Area:3 Z=17  CL-38     bl:1     ln:1    
    115) Area:3 Z=17  CL-CMP    bl:2     ln:2    
    116) Area:3 Z=18  AR-0      bl:15    ln:25   
    117) Area:3 Z=18  AR-36     bl:14    ln:19   
    118) Area:3 Z=18  AR-37     bl:3     ln:3    
    119) Area:3 Z=18  AR-38     bl:14    ln:18   
    120) Area:3 Z=18  AR-39     bl:3     ln:3    
    121) Area:3 Z=18  AR-40     bl:34    ln:46   
    122) Area:3 Z=18  AR-41     bl:2     ln:2    
    123) Area:3 Z=18  AR-42     bl:1     ln:1    
    124) Area:3 Z=19  K-0       bl:21    ln:53   
    125) Area:3 Z=19  K-38      bl:1     ln:1    
    126) Area:3 Z=19  K-39      bl:78    ln:175  
    127) Area:3 Z=19  K-40      bl:13    ln:16   
    128) Area:3 Z=19  K-41      bl:69    ln:158  
    129) Area:3 Z=19  K-42      bl:1     ln:1    
    130) Area:3 Z=19  K-43      bl:1     ln:1    
    131) Area:3 Z=19  K-44      bl:1     ln:1    
    132) Area:3 Z=19  K-45      bl:1     ln:1    
    133) Area:3 Z=19  K-46      bl:1     ln:1    
    134) Area:3 Z=19  K-52      bl:2     ln:4    
    135) Area:3 Z=19  K-CMP     bl:13    ln:17   
    136) Area:3 Z=20  CA-0      bl:65    ln:158  
    137) Area:3 Z=20  CA-39     bl:1     ln:1    
    138) Area:3 Z=20  CA-40     bl:176   ln:429  
    139) Area:3 Z=20  CA-41     bl:7     ln:7    
    140) Area:3 Z=20  CA-42     bl:54    ln:127  
    141) Area:3 Z=20  CA-43     bl:37    ln:101  
    142) Area:3 Z=20  CA-44     bl:68    ln:154  
    143) Area:3 Z=20  CA-45     bl:5     ln:5    
    144) Area:3 Z=20  CA-46     bl:20    ln:27   
    145) Area:3 Z=20  CA-47     bl:1     ln:1    
    146) Area:3 Z=20  CA-48     bl:56    ln:112  
    147) Area:3 Z=20  CA-49     bl:1     ln:1    
    148) Area:3 Z=20  CA-54     bl:3     ln:9    
    149) Area:3 Z=20  CA-CMP    bl:10    ln:22   
    150) Area:3 Z=21  SC-44     bl:2     ln:3    
    151) Area:3 Z=21  SC-45     bl:158   ln:346  
    152) Area:3 Z=21  SC-46     bl:10    ln:11   
    153) Area:3 Z=21  SC-47     bl:6     ln:6    
    154) Area:3 Z=21  SC-48     bl:3     ln:3    
    155) Area:3 Z=21  SC-49     bl:1     ln:1    
    156) Area:3 Z=21  SC-50     bl:2     ln:2    
    157) Area:3 Z=21  SC-57     bl:2     ln:4    
    158) Area:3 Z=21  SC-59     bl:2     ln:4    
    159) Area:3 Z=22  TI-0      bl:104   ln:244  
    160) Area:3 Z=22  TI-44     bl:1     ln:1    
    161) Area:3 Z=22  TI-45     bl:1     ln:1    
    162) Area:3 Z=22  TI-46     bl:140   ln:316  
    163) Area:3 Z=22  TI-47     bl:108   ln:242  
    164) Area:3 Z=22  TI-48     bl:189   ln:405  
    165) Area:3 Z=22  TI-49     bl:72    ln:148  
    166) Area:3 Z=22  TI-50     bl:96    ln:205  
    167) Area:3 Z=22  TI-51     bl:3     ln:3    
    168) Area:3 Z=22  TI-52     bl:1     ln:1    
    169) Area:3 Z=22  TI-CMP    bl:2     ln:2    
    170) Area:3 Z=23  V-0       bl:12    ln:33   
    171) Area:3 Z=23  V-47      bl:1     ln:1    
    172) Area:3 Z=23  V-48      bl:1     ln:1    
    173) Area:3 Z=23  V-49      bl:1     ln:1    
    174) Area:3 Z=23  V-50      bl:14    ln:17   
    175) Area:3 Z=23  V-51      bl:305   ln:692  
    176) Area:3 Z=23  V-52      bl:3     ln:4    
    177) Area:3 Z=23  V-53      bl:1     ln:2    
    178) Area:3 Z=23  V-54      bl:1     ln:1    
    179) Area:3 Z=23  V-63      bl:1     ln:2    
    180) Area:3 Z=23  V-CMP     bl:1     ln:1    
    181) Area:3 Z=24  CR-0      bl:84    ln:210  
    182) Area:3 Z=24  CR-48     bl:1     ln:1    
    183) Area:3 Z=24  CR-49     bl:1     ln:1    
    184) Area:3 Z=24  CR-50     bl:99    ln:187  
    185) Area:3 Z=24  CR-51     bl:3     ln:3    
    186) Area:3 Z=24  CR-52     bl:203   ln:431  
    187) Area:3 Z=24  CR-53     bl:74    ln:145  
    188) Area:3 Z=24  CR-54     bl:67    ln:140  
    189) Area:3 Z=24  CR-55     bl:2     ln:2    
    190) Area:3 Z=24  CR-56     bl:1     ln:1    
    191) Area:3 Z=24  CR-64     bl:2     ln:4    
    192) Area:3 Z=24  CR-CMP    bl:6     ln:7    
    193) Area:3 Z=25  MN-51     bl:1     ln:1    
    194) Area:3 Z=25  MN-52     bl:1     ln:1    
    195) Area:3 Z=25  MN-53     bl:4     ln:5    
    196) Area:3 Z=25  MN-54     bl:5     ln:5    
    197) Area:3 Z=25  MN-55     bl:301   ln:701  
    198) Area:3 Z=25  MN-56     bl:5     ln:6    
    199) Area:3 Z=25  MN-57     bl:1     ln:1    
    200) Area:3 Z=25  MN-58     bl:1     ln:1    
    201) Area:3 Z=25  MN-CMP    bl:15    ln:20   
    202) Area:3 Z=26  FE-0      bl:241   ln:555  
    203) Area:3 Z=26  FE-51     bl:1     ln:1    
    204) Area:3 Z=26  FE-52     bl:1     ln:1    
    205) Area:3 Z=26  FE-53     bl:2     ln:2    
    206) Area:3 Z=26  FE-54     bl:185   ln:386  
    207) Area:3 Z=26  FE-55     bl:11    ln:17   
    208) Area:3 Z=26  FE-56     bl:418   ln:847  
    209) Area:3 Z=26  FE-57     bl:73    ln:130  
    210) Area:3 Z=26  FE-58     bl:65    ln:102  
    211) Area:3 Z=26  FE-59     bl:3     ln:5    
    212) Area:3 Z=26  FE-60     bl:7     ln:7    
    213) Area:3 Z=26  FE-61     bl:1     ln:1    
    214) Area:3 Z=26  FE-CMP    bl:31    ln:40   
    215) Area:3 Z=27  CO-55     bl:1     ln:1    
    216) Area:3 Z=27  CO-56     bl:1     ln:1    
    217) Area:3 Z=27  CO-57     bl:4     ln:7    
    218) Area:3 Z=27  CO-58     bl:8     ln:10   
    219) Area:3 Z=27  CO-59     bl:424   ln:949  
    220) Area:3 Z=27  CO-60     bl:12    ln:12   
    221) Area:3 Z=27  CO-61     bl:3     ln:3    
    222) Area:3 Z=27  CO-62     bl:3     ln:3    
    223) Area:3 Z=27  CO-63     bl:2     ln:2    
    224) Area:3 Z=27  CO-64     bl:1     ln:1    
    225) Area:3 Z=27  CO-CMP    bl:9     ln:10   
    226) Area:3 Z=28  NI-0      bl:151   ln:347  
    227) Area:3 Z=28  NI-55     bl:1     ln:1    
    228) Area:3 Z=28  NI-56     bl:1     ln:1    
    229) Area:3 Z=28  NI-57     bl:1     ln:1    
    230) Area:3 Z=28  NI-58     bl:457   ln:1050 
    231) Area:3 Z=28  NI-59     bl:16    ln:17   
    232) Area:3 Z=28  NI-60     bl:185   ln:330  
    233) Area:3 Z=28  NI-61     bl:64    ln:103  
    234) Area:3 Z=28  NI-62     bl:101   ln:155  
    235) Area:3 Z=28  NI-63     bl:6     ln:6    
    236) Area:3 Z=28  NI-64     bl:101   ln:190  
    237) Area:3 Z=28  NI-65     bl:5     ln:5    
    238) Area:3 Z=28  NI-66     bl:3     ln:3    
    239) Area:3 Z=28  NI-67     bl:1     ln:1    
    240) Area:3 Z=28  NI-68     bl:1     ln:1    
    241) Area:3 Z=28  NI-70     bl:3     ln:5    
    242) Area:3 Z=28  NI-72     bl:2     ln:4    
    243) Area:3 Z=28  NI-74     bl:2     ln:4    
    244) Area:3 Z=28  NI-CMP    bl:3     ln:3    
    245) Area:3 Z=29  CU-0      bl:197   ln:484  
    246) Area:3 Z=29  CU-60     bl:2     ln:2    
    247) Area:3 Z=29  CU-61     bl:3     ln:3    
    248) Area:3 Z=29  CU-62     bl:3     ln:3    
    249) Area:3 Z=29  CU-63     bl:238   ln:438  
    250) Area:3 Z=29  CU-64     bl:6     ln:6    
    251) Area:3 Z=29  CU-65     bl:243   ln:448  
    252) Area:3 Z=29  CU-66     bl:5     ln:5    
    253) Area:3 Z=29  CU-67     bl:2     ln:2    
    254) Area:3 Z=29  CU-CMP    bl:2     ln:2    
    255) Area:3 Z=30  ZN-0      bl:107   ln:252  
    256) Area:3 Z=30  ZN-61     bl:2     ln:2    
    257) Area:3 Z=30  ZN-62     bl:2     ln:2    
    258) Area:3 Z=30  ZN-63     bl:2     ln:2    
    259) Area:3 Z=30  ZN-64     bl:198   ln:467  
    260) Area:3 Z=30  ZN-65     bl:6     ln:6    
    261) Area:3 Z=30  ZN-66     bl:97    ln:170  
    262) Area:3 Z=30  ZN-67     bl:53    ln:92   
    263) Area:3 Z=30  ZN-68     bl:90    ln:184  
    264) Area:3 Z=30  ZN-69     bl:4     ln:5    
    265) Area:3 Z=30  ZN-70     bl:41    ln:74   
    266) Area:3 Z=30  ZN-71     bl:3     ln:4    
    267) Area:3 Z=30  ZN-72     bl:12    ln:15   
    268) Area:3 Z=30  ZN-CMP    bl:3     ln:3    
    269) Area:3 Z=31  GA-0      bl:34    ln:82   
    270) Area:3 Z=31  GA-63     bl:2     ln:2    
    271) Area:3 Z=31  GA-64     bl:2     ln:2    
    272) Area:3 Z=31  GA-65     bl:2     ln:2    
    273) Area:3 Z=31  GA-66     bl:2     ln:2    
    274) Area:3 Z=31  GA-67     bl:2     ln:2    
    275) Area:3 Z=31  GA-68     bl:2     ln:2    
    276) Area:3 Z=31  GA-69     bl:89    ln:151  
    277) Area:3 Z=31  GA-70     bl:4     ln:5    
    278) Area:3 Z=31  GA-71     bl:106   ln:190  
    279) Area:3 Z=31  GA-72     bl:13    ln:16   
    280) Area:3 Z=31  GA-73     bl:2     ln:2    
    281) Area:3 Z=32  GE-0      bl:43    ln:112  
    282) Area:3 Z=32  GE-65     bl:2     ln:2    
    283) Area:3 Z=32  GE-66     bl:2     ln:2    
    284) Area:3 Z=32  GE-67     bl:2     ln:2    
    285) Area:3 Z=32  GE-68     bl:2     ln:2    
    286) Area:3 Z=32  GE-69     bl:2     ln:2    
    287) Area:3 Z=32  GE-70     bl:74    ln:142  
    288) Area:3 Z=32  GE-71     bl:4     ln:4    
    289) Area:3 Z=32  GE-72     bl:61    ln:92   
    290) Area:3 Z=32  GE-73     bl:44    ln:58   
    291) Area:3 Z=32  GE-74     bl:77    ln:147  
    292) Area:3 Z=32  GE-75     bl:4     ln:5    
    293) Area:3 Z=32  GE-76     bl:75    ln:148  
    294) Area:3 Z=32  GE-77     bl:14    ln:18   
    295) Area:3 Z=33  AS-69     bl:2     ln:2    
    296) Area:3 Z=33  AS-70     bl:2     ln:2    
    297) Area:3 Z=33  AS-71     bl:3     ln:3    
    298) Area:3 Z=33  AS-72     bl:2     ln:2    
    299) Area:3 Z=33  AS-73     bl:3     ln:3    
    300) Area:3 Z=33  AS-74     bl:2     ln:2    
    301) Area:3 Z=33  AS-75     bl:150   ln:318  
    302) Area:3 Z=33  AS-76     bl:14    ln:17   
    303) Area:3 Z=33  AS-77     bl:13    ln:16   
    304) Area:3 Z=33  AS-78     bl:2     ln:2    
    305) Area:3 Z=33  AS-79     bl:2     ln:2    
    306) Area:3 Z=34  SE-0      bl:42    ln:113  
    307) Area:3 Z=34  SE-71     bl:2     ln:2    
    308) Area:3 Z=34  SE-72     bl:2     ln:2    
    309) Area:3 Z=34  SE-73     bl:3     ln:3    
    310) Area:3 Z=34  SE-74     bl:60    ln:116  
    311) Area:3 Z=34  SE-75     bl:4     ln:5    
    312) Area:3 Z=34  SE-76     bl:61    ln:96   
    313) Area:3 Z=34  SE-77     bl:42    ln:63   
    314) Area:3 Z=34  SE-78     bl:56    ln:94   
    315) Area:3 Z=34  SE-79     bl:15    ln:18   
    316) Area:3 Z=34  SE-80     bl:90    ln:163  
    317) Area:3 Z=34  SE-81     bl:5     ln:6    
    318) Area:3 Z=34  SE-82     bl:42    ln:90   
    319) Area:3 Z=34  SE-83     bl:4     ln:5    
    320) Area:3 Z=34  SE-84     bl:2     ln:2    
    321) Area:3 Z=35  BR-0      bl:24    ln:75   
    322) Area:3 Z=35  BR-73     bl:2     ln:2    
    323) Area:3 Z=35  BR-74     bl:2     ln:2    
    324) Area:3 Z=35  BR-75     bl:2     ln:2    
    325) Area:3 Z=35  BR-76     bl:3     ln:3    
    326) Area:3 Z=35  BR-77     bl:2     ln:2    
    327) Area:3 Z=35  BR-78     bl:2     ln:2    
    328) Area:3 Z=35  BR-79     bl:82    ln:140  
    329) Area:3 Z=35  BR-80     bl:5     ln:6    
    330) Area:3 Z=35  BR-81     bl:83    ln:133  
    331) Area:3 Z=35  BR-82     bl:13    ln:16   
    332) Area:3 Z=35  BR-83     bl:2     ln:2    
    333) Area:3 Z=35  BR-84     bl:2     ln:2    
    334) Area:3 Z=35  BR-85     bl:2     ln:2    
    335) Area:3 Z=36  KR-0      bl:16    ln:22   
    336) Area:3 Z=36  KR-74     bl:2     ln:2    
    337) Area:3 Z=36  KR-75     bl:2     ln:2    
    338) Area:3 Z=36  KR-76     bl:2     ln:2    
    339) Area:3 Z=36  KR-77     bl:2     ln:2    
    340) Area:3 Z=36  KR-78     bl:21    ln:29   
    341) Area:3 Z=36  KR-79     bl:2     ln:2    
    342) Area:3 Z=36  KR-80     bl:29    ln:34   
    343) Area:3 Z=36  KR-81     bl:2     ln:2    
    344) Area:3 Z=36  KR-82     bl:31    ln:37   
    345) Area:3 Z=36  KR-83     bl:35    ln:41   
    346) Area:3 Z=36  KR-84     bl:38    ln:46   
    347) Area:3 Z=36  KR-85     bl:21    ln:24   
    348) Area:3 Z=36  KR-86     bl:37    ln:44   
    349) Area:3 Z=36  KR-87     bl:4     ln:4    
    350) Area:3 Z=36  KR-88     bl:2     ln:2    
    351) Area:3 Z=36  KR-89     bl:2     ln:2    
    352) Area:3 Z=37  RB-0      bl:39    ln:92   
    353) Area:3 Z=37  RB-79     bl:2     ln:2    
    354) Area:3 Z=37  RB-80     bl:2     ln:2    
    355) Area:3 Z=37  RB-81     bl:2     ln:2    
    356) Area:3 Z=37  RB-82     bl:2     ln:2    
    357) Area:3 Z=37  RB-83     bl:2     ln:2    
    358) Area:3 Z=37  RB-84     bl:3     ln:3    
    359) Area:3 Z=37  RB-85     bl:132   ln:245  
    360) Area:3 Z=37  RB-86     bl:14    ln:18   
    361) Area:3 Z=37  RB-87     bl:110   ln:181  
    362) Area:3 Z=37  RB-88     bl:5     ln:5    
    363) Area:3 Z=37  RB-89     bl:2     ln:2    
    364) Area:3 Z=37  RB-90     bl:2     ln:2    
    365) Area:3 Z=37  RB-91     bl:2     ln:2    
    366) Area:3 Z=37  RB-CMP    bl:1     ln:1    
    367) Area:3 Z=38  SR-0      bl:29    ln:71   
    368) Area:3 Z=38  SR-82     bl:2     ln:2    
    369) Area:3 Z=38  SR-83     bl:2     ln:2    
    370) Area:3 Z=38  SR-84     bl:53    ln:93   
    371) Area:3 Z=38  SR-85     bl:5     ln:7    
    372) Area:3 Z=38  SR-86     bl:81    ln:168  
    373) Area:3 Z=38  SR-87     bl:38    ln:76   
    374) Area:3 Z=38  SR-88     bl:123   ln:226  
    375) Area:3 Z=38  SR-89     bl:30    ln:33   
    376) Area:3 Z=38  SR-90     bl:29    ln:32   
    377) Area:3 Z=38  SR-91     bl:12    ln:15   
    378) Area:3 Z=38  SR-92     bl:2     ln:2    
    379) Area:3 Z=38  SR-93     bl:2     ln:2    
    380) Area:3 Z=38  SR-CMP    bl:2     ln:2    
    381) Area:3 Z=39  Y-84      bl:2     ln:2    
    382) Area:3 Z=39  Y-85      bl:3     ln:3    
    383) Area:3 Z=39  Y-86      bl:2     ln:2    
    384) Area:3 Z=39  Y-87      bl:7     ln:7    
    385) Area:3 Z=39  Y-88      bl:12    ln:18   
    386) Area:3 Z=39  Y-89      bl:387   ln:812  
    387) Area:3 Z=39  Y-90      bl:16    ln:20   
    388) Area:3 Z=39  Y-91      bl:13    ln:16   
    389) Area:3 Z=39  Y-92      bl:2     ln:2    
    390) Area:3 Z=39  Y-93      bl:12    ln:15   
    391) Area:3 Z=39  Y-94      bl:2     ln:2    
    392) Area:3 Z=39  Y-95      bl:2     ln:2    
    393) Area:3 Z=39  Y-CMP     bl:2     ln:2    
    394) Area:3 Z=40  ZR-0      bl:116   ln:247  
    395) Area:3 Z=40  ZR-86     bl:3     ln:3    
    396) Area:3 Z=40  ZR-87     bl:2     ln:2    
    397) Area:3 Z=40  ZR-88     bl:2     ln:2    
    398) Area:3 Z=40  ZR-89     bl:3     ln:3    
    399) Area:3 Z=40  ZR-90     bl:265   ln:558  
    400) Area:3 Z=40  ZR-91     bl:90    ln:175  
    401) Area:3 Z=40  ZR-92     bl:97    ln:171  
    402) Area:3 Z=40  ZR-93     bl:21    ln:25   
    403) Area:3 Z=40  ZR-94     bl:124   ln:229  
    404) Area:3 Z=40  ZR-95     bl:14    ln:19   
    405) Area:3 Z=40  ZR-96     bl:103   ln:180  
    406) Area:3 Z=40  ZR-97     bl:12    ln:15   
    407) Area:3 Z=40  ZR-98     bl:1     ln:1    
    408) Area:3 Z=40  ZR-ALY    bl:2     ln:4    
    409) Area:3 Z=40  ZR-CMP    bl:1     ln:1    
    410) Area:3 Z=40  ZR-HYD    bl:5     ln:7    
    411) Area:3 Z=41  NB-88     bl:2     ln:2    
    412) Area:3 Z=41  NB-89     bl:2     ln:2    
    413) Area:3 Z=41  NB-90     bl:2     ln:2    
    414) Area:3 Z=41  NB-91     bl:6     ln:6    
    415) Area:3 Z=41  NB-92     bl:7     ln:7    
    416) Area:3 Z=41  NB-93     bl:560   ln:1228 
    417) Area:3 Z=41  NB-94     bl:16    ln:20   
    418) Area:3 Z=41  NB-95     bl:18    ln:21   
    419) Area:3 Z=41  NB-96     bl:4     ln:4    
    420) Area:3 Z=41  NB-97     bl:2     ln:2    
    421) Area:3 Z=41  NB-98     bl:2     ln:2    
    422) Area:3 Z=41  NB-99     bl:2     ln:2    
    423) Area:3 Z=42  MO-0      bl:102   ln:267  
    424) Area:3 Z=42  MO-100    bl:158   ln:311  
    425) Area:3 Z=42  MO-101    bl:2     ln:2    
    426) Area:3 Z=42  MO-90     bl:2     ln:2    
    427) Area:3 Z=42  MO-91     bl:3     ln:3    
    428) Area:3 Z=42  MO-92     bl:202   ln:423  
    429) Area:3 Z=42  MO-93     bl:4     ln:5    
    430) Area:3 Z=42  MO-94     bl:82    ln:152  
    431) Area:3 Z=42  MO-95     bl:91    ln:158  
    432) Area:3 Z=42  MO-96     bl:105   ln:190  
    433) Area:3 Z=42  MO-97     bl:83    ln:147  
    434) Area:3 Z=42  MO-98     bl:150   ln:291  
    435) Area:3 Z=42  MO-99     bl:16    ln:21   
    436) Area:3 Z=43  TC-100    bl:4     ln:4    
    437) Area:3 Z=43  TC-101    bl:2     ln:2    
    438) Area:3 Z=43  TC-102    bl:2     ln:2    
    439) Area:3 Z=43  TC-103    bl:2     ln:2    
    440) Area:3 Z=43  TC-104    bl:2     ln:2    
    441) Area:3 Z=43  TC-92     bl:2     ln:2    
    442) Area:3 Z=43  TC-93     bl:2     ln:2    
    443) Area:3 Z=43  TC-94     bl:2     ln:2    
    444) Area:3 Z=43  TC-95     bl:2     ln:2    
    445) Area:3 Z=43  TC-96     bl:2     ln:2    
    446) Area:3 Z=43  TC-97     bl:2     ln:2    
    447) Area:3 Z=43  TC-98     bl:4     ln:4    
    448) Area:3 Z=43  TC-99     bl:43    ln:59   
    449) Area:3 Z=44  RU-0      bl:13    ln:26   
    450) Area:3 Z=44  RU-100    bl:32    ln:47   
    451) Area:3 Z=44  RU-101    bl:44    ln:54   
    452) Area:3 Z=44  RU-102    bl:58    ln:89   
    453) Area:3 Z=44  RU-103    bl:19    ln:22   
    454) Area:3 Z=44  RU-104    bl:64    ln:100  
    455) Area:3 Z=44  RU-105    bl:14    ln:17   
    456) Area:3 Z=44  RU-106    bl:12    ln:15   
    457) Area:3 Z=44  RU-107    bl:2     ln:2    
    458) Area:3 Z=44  RU-95     bl:2     ln:2    
    459) Area:3 Z=44  RU-96     bl:53    ln:87   
    460) Area:3 Z=44  RU-97     bl:2     ln:2    
    461) Area:3 Z=44  RU-98     bl:17    ln:21   
    462) Area:3 Z=44  RU-99     bl:25    ln:32   
    463) Area:3 Z=45  RH-100    bl:3     ln:3    
    464) Area:3 Z=45  RH-101    bl:2     ln:2    
    465) Area:3 Z=45  RH-102    bl:2     ln:2    
    466) Area:3 Z=45  RH-103    bl:215   ln:453  
    467) Area:3 Z=45  RH-104    bl:8     ln:11   
    468) Area:3 Z=45  RH-105    bl:17    ln:21   
    469) Area:3 Z=45  RH-106    bl:3     ln:3    
    470) Area:3 Z=45  RH-107    bl:2     ln:2    
    471) Area:3 Z=45  RH-108    bl:3     ln:3    
    472) Area:3 Z=45  RH-109    bl:2     ln:2    
    473) Area:3 Z=45  RH-97     bl:2     ln:2    
    474) Area:3 Z=45  RH-98     bl:2     ln:2    
    475) Area:3 Z=45  RH-99     bl:2     ln:2    
    476) Area:3 Z=46  PD-0      bl:31    ln:71   
    477) Area:3 Z=46  PD-100    bl:2     ln:2    
    478) Area:3 Z=46  PD-101    bl:2     ln:2    
    479) Area:3 Z=46  PD-102    bl:34    ln:62   
