CINDA BACKUP   BCK00220140625  88808  46254
     70) Area:2 Z=12  MG-23     bl:1     ln:1    
     71) Area:2 Z=12  MG-24     bl:147   ln:345  
     72) Area:2 Z=12  MG-25     bl:48    ln:83   
     73) Area:2 Z=12  MG-26     bl:62    ln:119  
     74) Area:2 Z=12  MG-27     bl:2     ln:5    
     75) Area:2 Z=12  MG-CMP    bl:7     ln:8    
     76) Area:2 Z=13  AL-26     bl:21    ln:27   
     77) Area:2 Z=13  AL-27     bl:762   ln:1728 
     78) Area:2 Z=13  AL-28     bl:4     ln:8    
     79) Area:2 Z=13  AL-CMP    bl:5     ln:6    
     80) Area:2 Z=14  SI-0      bl:195   ln:434  
     81) Area:2 Z=14  SI-27     bl:1     ln:1    
     82) Area:2 Z=14  SI-28     bl:250   ln:640  
     83) Area:2 Z=14  SI-29     bl:84    ln:161  
     84) Area:2 Z=14  SI-30     bl:61    ln:109  
     85) Area:2 Z=14  SI-31     bl:5     ln:7    
     86) Area:2 Z=14  SI-32     bl:2     ln:2    
     87) Area:2 Z=14  SI-CMP    bl:2     ln:2    
     88) Area:2 Z=14  SI-OXI    bl:14    ln:25   
     89) Area:2 Z=15  P-29      bl:2     ln:2    
     90) Area:2 Z=15  P-30      bl:1     ln:1    
     91) Area:2 Z=15  P-31      bl:206   ln:401  
     92) Area:2 Z=15  P-32      bl:8     ln:10   
     93) Area:2 Z=16  S-0       bl:95    ln:221  
     94) Area:2 Z=16  S-32      bl:218   ln:492  
     95) Area:2 Z=16  S-33      bl:39    ln:65   
     96) Area:2 Z=16  S-34      bl:49    ln:81   
     97) Area:2 Z=16  S-35      bl:2     ln:2    
     98) Area:2 Z=16  S-36      bl:18    ln:38   
     99) Area:2 Z=16  S-37      bl:1     ln:1    
    100) Area:2 Z=16  S-38      bl:1     ln:1    
    101) Area:2 Z=16  S-39      bl:1     ln:1    
    102) Area:2 Z=16  S-40      bl:1     ln:1    
    103) Area:2 Z=16  S-41      bl:1     ln:1    
    104) Area:2 Z=16  S-42      bl:1     ln:1    
    105) Area:2 Z=16  S-43      bl:1     ln:1    
    106) Area:2 Z=16  S-44      bl:1     ln:1    
    107) Area:2 Z=16  S-45      bl:1     ln:1    
    108) Area:2 Z=17  CL-0      bl:60    ln:126  
    109) Area:2 Z=17  CL-34     bl:1     ln:1    
    110) Area:2 Z=17  CL-35     bl:86    ln:161  
    111) Area:2 Z=17  CL-36     bl:21    ln:29   
    112) Area:2 Z=17  CL-37     bl:51    ln:106  
    113) Area:2 Z=17  CL-38     bl:1     ln:2    
    114) Area:2 Z=17  CL-CMP    bl:9     ln:15   
    115) Area:2 Z=18  AR-0      bl:20    ln:47   
    116) Area:2 Z=18  AR-36     bl:22    ln:30   
    117) Area:2 Z=18  AR-37     bl:17    ln:40   
    118) Area:2 Z=18  AR-38     bl:17    ln:19   
    119) Area:2 Z=18  AR-39     bl:5     ln:6    
    120) Area:2 Z=18  AR-40     bl:47    ln:69   
    121) Area:2 Z=18  AR-41     bl:3     ln:3    
    122) Area:2 Z=19  K-0       bl:38    ln:63   
    123) Area:2 Z=19  K-39      bl:90    ln:182  
    124) Area:2 Z=19  K-40      bl:33    ln:67   
    125) Area:2 Z=19  K-41      bl:89    ln:156  
    126) Area:2 Z=19  K-42      bl:2     ln:2    
    127) Area:2 Z=19  K-CMP     bl:9     ln:13   
    128) Area:2 Z=20  CA-0      bl:91    ln:191  
    129) Area:2 Z=20  CA-40     bl:185   ln:369  
    130) Area:2 Z=20  CA-41     bl:18    ln:26   
    131) Area:2 Z=20  CA-42     bl:48    ln:88   
    132) Area:2 Z=20  CA-43     bl:49    ln:81   
    133) Area:2 Z=20  CA-44     bl:72    ln:132  
    134) Area:2 Z=20  CA-45     bl:10    ln:11   
    135) Area:2 Z=20  CA-46     bl:29    ln:53   
    136) Area:2 Z=20  CA-48     bl:44    ln:78   
    137) Area:2 Z=20  CA-CMP    bl:7     ln:8    
    138) Area:2 Z=21  SC-44     bl:2     ln:3    
    139) Area:2 Z=21  SC-45     bl:175   ln:315  
    140) Area:2 Z=21  SC-46     bl:7     ln:13   
    141) Area:2 Z=21  SC-48     bl:1     ln:1    
    142) Area:2 Z=21  SC-51     bl:3     ln:3    
    143) Area:2 Z=22  TI-0      bl:155   ln:323  
    144) Area:2 Z=22  TI-42     bl:1     ln:1    
    145) Area:2 Z=22  TI-46     bl:123   ln:253  
    146) Area:2 Z=22  TI-47     bl:124   ln:259  
    147) Area:2 Z=22  TI-48     bl:135   ln:279  
    148) Area:2 Z=22  TI-49     bl:59    ln:119  
    149) Area:2 Z=22  TI-50     bl:94    ln:194  
    150) Area:2 Z=22  TI-51     bl:4     ln:5    
    151) Area:2 Z=22  TI-CMP    bl:8     ln:10   
    152) Area:2 Z=23  V-0       bl:13    ln:45   
    153) Area:2 Z=23  V-49      bl:1     ln:1    
    154) Area:2 Z=23  V-50      bl:16    ln:25   
    155) Area:2 Z=23  V-51      bl:339   ln:770  
    156) Area:2 Z=23  V-52      bl:6     ln:10   
    157) Area:2 Z=23  V-CMP     bl:12    ln:16   
    158) Area:2 Z=24  CR-0      bl:229   ln:516  
    159) Area:2 Z=24  CR-49     bl:1     ln:1    
    160) Area:2 Z=24  CR-50     bl:170   ln:335  
    161) Area:2 Z=24  CR-51     bl:11    ln:17   
    162) Area:2 Z=24  CR-52     bl:215   ln:417  
    163) Area:2 Z=24  CR-53     bl:124   ln:270  
    164) Area:2 Z=24  CR-54     bl:95    ln:188  
    165) Area:2 Z=24  CR-55     bl:6     ln:10   
    166) Area:2 Z=24  CR-CMP    bl:12    ln:12   
    167) Area:2 Z=25  MN-51     bl:1     ln:1    
    168) Area:2 Z=25  MN-52     bl:1     ln:2    
    169) Area:2 Z=25  MN-53     bl:2     ln:3    
    170) Area:2 Z=25  MN-54     bl:3     ln:4    
    171) Area:2 Z=25  MN-55     bl:362   ln:726  
    172) Area:2 Z=25  MN-56     bl:13    ln:22   
    173) Area:2 Z=25  MN-CMP    bl:27    ln:28   
    174) Area:2 Z=26  FE-0      bl:440   ln:993  
    175) Area:2 Z=26  FE-52     bl:1     ln:1    
    176) Area:2 Z=26  FE-54     bl:287   ln:578  
    177) Area:2 Z=26  FE-55     bl:13    ln:23   
    178) Area:2 Z=26  FE-56     bl:477   ln:995  
    179) Area:2 Z=26  FE-57     bl:114   ln:242  
    180) Area:2 Z=26  FE-58     bl:100   ln:201  
    181) Area:2 Z=26  FE-59     bl:7     ln:11   
    182) Area:2 Z=26  FE-CMP    bl:41    ln:43   
    183) Area:2 Z=27  CO-55     bl:2     ln:2    
    184) Area:2 Z=27  CO-56     bl:1     ln:1    
    185) Area:2 Z=27  CO-57     bl:3     ln:4    
    186) Area:2 Z=27  CO-58     bl:37    ln:45   
    187) Area:2 Z=27  CO-58-M1  bl:2     ln:2    
    188) Area:2 Z=27  CO-59     bl:534   ln:1124 
    189) Area:2 Z=27  CO-60     bl:22    ln:34   
    190) Area:2 Z=27  CO-CMP    bl:6     ln:7    
    191) Area:2 Z=28  NI-0      bl:347   ln:774  
    192) Area:2 Z=28  NI-56     bl:2     ln:2    
    193) Area:2 Z=28  NI-57     bl:1     ln:2    
    194) Area:2 Z=28  NI-58     bl:461   ln:930  
    195) Area:2 Z=28  NI-59     bl:31    ln:57   
    196) Area:2 Z=28  NI-60     bl:262   ln:487  
    197) Area:2 Z=28  NI-61     bl:124   ln:242  
    198) Area:2 Z=28  NI-62     bl:137   ln:259  
    199) Area:2 Z=28  NI-63     bl:19    ln:25   
    200) Area:2 Z=28  NI-64     bl:111   ln:200  
    201) Area:2 Z=28  NI-65     bl:9     ln:14   
    202) Area:2 Z=28  NI-CMP    bl:7     ln:7    
    203) Area:2 Z=29  CU-0      bl:271   ln:622  
    204) Area:2 Z=29  CU-59     bl:2     ln:3    
    205) Area:2 Z=29  CU-61     bl:1     ln:1    
    206) Area:2 Z=29  CU-63     bl:316   ln:619  
    207) Area:2 Z=29  CU-64     bl:10    ln:15   
    208) Area:2 Z=29  CU-65     bl:208   ln:418  
    209) Area:2 Z=29  CU-66     bl:5     ln:8    
    210) Area:2 Z=29  CU-CMP    bl:8     ln:8    
    211) Area:2 Z=30  ZN-0      bl:96    ln:232  
    212) Area:2 Z=30  ZN-60     bl:1     ln:1    
    213) Area:2 Z=30  ZN-64     bl:171   ln:340  
    214) Area:2 Z=30  ZN-65     bl:10    ln:13   
    215) Area:2 Z=30  ZN-66     bl:74    ln:142  
    216) Area:2 Z=30  ZN-67     bl:56    ln:103  
    217) Area:2 Z=30  ZN-68     bl:78    ln:154  
    218) Area:2 Z=30  ZN-69     bl:3     ln:4    
    219) Area:2 Z=30  ZN-70     bl:24    ln:39   
    220) Area:2 Z=30  ZN-71     bl:1     ln:2    
    221) Area:2 Z=30  ZN-72     bl:2     ln:3    
    222) Area:2 Z=30  ZN-CMP    bl:2     ln:2    
    223) Area:2 Z=31  GA-0      bl:51    ln:94   
    224) Area:2 Z=31  GA-64     bl:1     ln:1    
    225) Area:2 Z=31  GA-67     bl:1     ln:1    
    226) Area:2 Z=31  GA-68     bl:1     ln:1    
    227) Area:2 Z=31  GA-69     bl:61    ln:121  
    228) Area:2 Z=31  GA-70     bl:3     ln:4    
    229) Area:2 Z=31  GA-71     bl:67    ln:129  
    230) Area:2 Z=31  GA-72     bl:4     ln:6    
    231) Area:2 Z=32  GE-0      bl:24    ln:44   
    232) Area:2 Z=32  GE-70     bl:68    ln:109  
    233) Area:2 Z=32  GE-71     bl:2     ln:2    
    234) Area:2 Z=32  GE-72     bl:59    ln:89   
    235) Area:2 Z=32  GE-73     bl:52    ln:79   
    236) Area:2 Z=32  GE-74     bl:69    ln:109  
    237) Area:2 Z=32  GE-75     bl:5     ln:8    
    238) Area:2 Z=32  GE-76     bl:70    ln:119  
    239) Area:2 Z=32  GE-77     bl:5     ln:7    
    240) Area:2 Z=32  GE-CMP    bl:1     ln:1    
    241) Area:2 Z=33  AS-75     bl:187   ln:362  
    242) Area:2 Z=33  AS-76     bl:3     ln:4    
    243) Area:2 Z=33  AS-77     bl:3     ln:5    
    244) Area:2 Z=33  AS-78     bl:1     ln:2    
    245) Area:2 Z=33  AS-CMP    bl:1     ln:2    
    246) Area:2 Z=34  SE-0      bl:34    ln:67   
    247) Area:2 Z=34  SE-73     bl:2     ln:3    
    248) Area:2 Z=34  SE-74     bl:52    ln:89   
    249) Area:2 Z=34  SE-75     bl:6     ln:6    
    250) Area:2 Z=34  SE-76     bl:64    ln:171  
    251) Area:2 Z=34  SE-77     bl:46    ln:81   
    252) Area:2 Z=34  SE-78     bl:65    ln:164  
    253) Area:2 Z=34  SE-79     bl:22    ln:25   
    254) Area:2 Z=34  SE-80     bl:85    ln:184  
    255) Area:2 Z=34  SE-81     bl:5     ln:6    
    256) Area:2 Z=34  SE-82     bl:45    ln:130  
    257) Area:2 Z=34  SE-83     bl:3     ln:3    
    258) Area:2 Z=34  SE-87     bl:1     ln:1    
    259) Area:2 Z=34  SE-88     bl:1     ln:1    
    260) Area:2 Z=34  SE-CMP    bl:4     ln:4    
    261) Area:2 Z=35  BR-0      bl:34    ln:85   
    262) Area:2 Z=35  BR-76     bl:2     ln:6    
    263) Area:2 Z=35  BR-79     bl:87    ln:165  
    264) Area:2 Z=35  BR-80     bl:9     ln:11   
    265) Area:2 Z=35  BR-81     bl:107   ln:195  
    266) Area:2 Z=35  BR-82     bl:8     ln:10   
    267) Area:2 Z=35  BR-85     bl:3     ln:3    
    268) Area:2 Z=35  BR-87     bl:1     ln:1    
    269) Area:2 Z=35  BR-88     bl:1     ln:1    
    270) Area:2 Z=35  BR-89     bl:1     ln:1    
    271) Area:2 Z=35  BR-CMP    bl:1     ln:1    
    272) Area:2 Z=36  KR-0      bl:18    ln:48   
    273) Area:2 Z=36  KR-78     bl:24    ln:37   
    274) Area:2 Z=36  KR-79     bl:8     ln:8    
    275) Area:2 Z=36  KR-80     bl:27    ln:41   
    276) Area:2 Z=36  KR-81     bl:10    ln:10   
    277) Area:2 Z=36  KR-82     bl:32    ln:49   
    278) Area:2 Z=36  KR-83     bl:30    ln:45   
    279) Area:2 Z=36  KR-84     bl:48    ln:80   
    280) Area:2 Z=36  KR-85     bl:20    ln:23   
    281) Area:2 Z=36  KR-86     bl:37    ln:57   
    282) Area:2 Z=36  KR-87     bl:1     ln:1    
    283) Area:2 Z=36  KR-89     bl:1     ln:1    
    284) Area:2 Z=36  KR-90     bl:1     ln:1    
    285) Area:2 Z=36  KR-91     bl:1     ln:1    
    286) Area:2 Z=37  RB-0      bl:19    ln:39   
    287) Area:2 Z=37  RB-84     bl:5     ln:13   
    288) Area:2 Z=37  RB-85     bl:108   ln:170  
    289) Area:2 Z=37  RB-86     bl:12    ln:15   
    290) Area:2 Z=37  RB-87     bl:94    ln:151  
    291) Area:2 Z=37  RB-88     bl:1     ln:1    
    292) Area:2 Z=37  RB-91     bl:1     ln:1    
    293) Area:2 Z=37  RB-92     bl:1     ln:1    
    294) Area:2 Z=37  RB-93     bl:1     ln:1    
    295) Area:2 Z=37  RB-94     bl:1     ln:1    
    296) Area:2 Z=37  RB-CMP    bl:5     ln:5    
    297) Area:2 Z=38  SR-0      bl:32    ln:61   
    298) Area:2 Z=38  SR-84     bl:39    ln:77   
    299) Area:2 Z=38  SR-85     bl:3     ln:4    
    300) Area:2 Z=38  SR-86     bl:55    ln:96   
    301) Area:2 Z=38  SR-87     bl:37    ln:56   
    302) Area:2 Z=38  SR-88     bl:71    ln:109  
    303) Area:2 Z=38  SR-89     bl:15    ln:19   
    304) Area:2 Z=38  SR-90     bl:33    ln:75   
    305) Area:2 Z=38  SR-91     bl:4     ln:6    
    306) Area:2 Z=38  SR-92     bl:1     ln:2    
    307) Area:2 Z=38  SR-93     bl:1     ln:1    
    308) Area:2 Z=38  SR-94     bl:2     ln:3    
    309) Area:2 Z=38  SR-95     bl:1     ln:1    
    310) Area:2 Z=38  SR-96     bl:2     ln:3    
    311) Area:2 Z=38  SR-97     bl:1     ln:1    
    312) Area:2 Z=38  SR-CMP    bl:4     ln:5    
    313) Area:2 Z=39  Y-87      bl:1     ln:1    
    314) Area:2 Z=39  Y-88      bl:3     ln:3    
    315) Area:2 Z=39  Y-89      bl:190   ln:437  
    316) Area:2 Z=39  Y-90      bl:13    ln:15   
    317) Area:2 Z=39  Y-91      bl:14    ln:20   
    318) Area:2 Z=39  Y-93      bl:2     ln:3    
    319) Area:2 Z=39  Y-95      bl:1     ln:1    
    320) Area:2 Z=39  Y-96      bl:1     ln:1    
    321) Area:2 Z=39  Y-97      bl:1     ln:1    
    322) Area:2 Z=39  Y-99      bl:1     ln:1    
    323) Area:2 Z=39  Y-CMP     bl:9     ln:9    
    324) Area:2 Z=40  ZR-0      bl:106   ln:248  
    325) Area:2 Z=40  ZR-100    bl:1     ln:1    
    326) Area:2 Z=40  ZR-101    bl:1     ln:1    
    327) Area:2 Z=40  ZR-102    bl:1     ln:1    
    328) Area:2 Z=40  ZR-103    bl:1     ln:1    
    329) Area:2 Z=40  ZR-89     bl:2     ln:3    
    330) Area:2 Z=40  ZR-90     bl:179   ln:324  
    331) Area:2 Z=40  ZR-91     bl:97    ln:201  
    332) Area:2 Z=40  ZR-92     bl:82    ln:137  
    333) Area:2 Z=40  ZR-93     bl:50    ln:82   
    334) Area:2 Z=40  ZR-94     bl:98    ln:171  
    335) Area:2 Z=40  ZR-95     bl:18    ln:25   
    336) Area:2 Z=40  ZR-96     bl:82    ln:162  
    337) Area:2 Z=40  ZR-97     bl:5     ln:7    
    338) Area:2 Z=40  ZR-98     bl:1     ln:1    
    339) Area:2 Z=40  ZR-99     bl:1     ln:1    
    340) Area:2 Z=40  ZR-HYD    bl:31    ln:53   
    341) Area:2 Z=41  NB-101    bl:1     ln:1    
    342) Area:2 Z=41  NB-102    bl:1     ln:1    
    343) Area:2 Z=41  NB-103    bl:1     ln:1    
    344) Area:2 Z=41  NB-104    bl:1     ln:1    
    345) Area:2 Z=41  NB-92     bl:6     ln:6    
    346) Area:2 Z=41  NB-93     bl:523   ln:1041 
    347) Area:2 Z=41  NB-94     bl:18    ln:24   
    348) Area:2 Z=41  NB-95     bl:18    ln:26   
    349) Area:2 Z=41  NB-99     bl:1     ln:1    
    350) Area:2 Z=41  NB-CMP    bl:6     ln:7    
    351) Area:2 Z=42  MO-0      bl:202   ln:419  
    352) Area:2 Z=42  MO-100    bl:172   ln:307  
    353) Area:2 Z=42  MO-101    bl:4     ln:4    
    354) Area:2 Z=42  MO-102    bl:1     ln:1    
    355) Area:2 Z=42  MO-103    bl:1     ln:1    
    356) Area:2 Z=42  MO-104    bl:1     ln:1    
    357) Area:2 Z=42  MO-105    bl:1     ln:1    
    358) Area:2 Z=42  MO-91     bl:2     ln:4    
    359) Area:2 Z=42  MO-92     bl:181   ln:369  
    360) Area:2 Z=42  MO-93     bl:2     ln:2    
    361) Area:2 Z=42  MO-94     bl:91    ln:165  
    362) Area:2 Z=42  MO-95     bl:141   ln:280  
    363) Area:2 Z=42  MO-96     bl:119   ln:207  
    364) Area:2 Z=42  MO-97     bl:136   ln:269  
    365) Area:2 Z=42  MO-98     bl:195   ln:352  
    366) Area:2 Z=42  MO-99     bl:18    ln:23   
    367) Area:2 Z=43  TC-100    bl:4     ln:5    
    368) Area:2 Z=43  TC-106    bl:1     ln:1    
    369) Area:2 Z=43  TC-107    bl:1     ln:1    
    370) Area:2 Z=43  TC-97     bl:1     ln:1    
    371) Area:2 Z=43  TC-98     bl:2     ln:2    
    372) Area:2 Z=43  TC-99     bl:135   ln:305  
    373) Area:2 Z=44  RU-0      bl:12    ln:20   
    374) Area:2 Z=44  RU-100    bl:28    ln:44   
    375) Area:2 Z=44  RU-101    bl:81    ln:140  
    376) Area:2 Z=44  RU-102    bl:88    ln:169  
    377) Area:2 Z=44  RU-103    bl:33    ln:47   
    378) Area:2 Z=44  RU-104    bl:87    ln:172  
    379) Area:2 Z=44  RU-105    bl:9     ln:11   
    380) Area:2 Z=44  RU-106    bl:28    ln:45   
    381) Area:2 Z=44  RU-108    bl:1     ln:1    
    382) Area:2 Z=44  RU-96     bl:39    ln:68   
    383) Area:2 Z=44  RU-98     bl:13    ln:20   
    384) Area:2 Z=44  RU-99     bl:28    ln:47   
    385) Area:2 Z=45  RH-102    bl:1     ln:1    
    386) Area:2 Z=45  RH-103    bl:250   ln:525  
    387) Area:2 Z=45  RH-104    bl:11    ln:14   
    388) Area:2 Z=45  RH-105    bl:13    ln:17   
    389) Area:2 Z=46  PD-0      bl:26    ln:52   
    390) Area:2 Z=46  PD-102    bl:38    ln:57   
    391) Area:2 Z=46  PD-103    bl:2     ln:2    
    392) Area:2 Z=46  PD-104    bl:53    ln:83   
    393) Area:2 Z=46  PD-105    bl:105   ln:202  
    394) Area:2 Z=46  PD-106    bl:79    ln:127  
    395) Area:2 Z=46  PD-107    bl:81    ln:127  
    396) Area:2 Z=46  PD-108    bl:112   ln:192  
    397) Area:2 Z=46  PD-109    bl:9     ln:13   
    398) Area:2 Z=46  PD-110    bl:71    ln:119  
    399) Area:2 Z=46  PD-111    bl:2     ln:2    
    400) Area:2 Z=46  PD-112    bl:2     ln:3    
    401) Area:2 Z=46  PD-CMP    bl:1     ln:1    
    402) Area:2 Z=47  AG-0      bl:141   ln:309  
    403) Area:2 Z=47  AG-103    bl:1     ln:1    
    404) Area:2 Z=47  AG-106    bl:1     ln:2    
    405) Area:2 Z=47  AG-107    bl:163   ln:329  
    406) Area:2 Z=47  AG-108    bl:7     ln:9    
    407) Area:2 Z=47  AG-109    bl:205   ln:422  
    408) Area:2 Z=47  AG-110    bl:12    ln:14   
    409) Area:2 Z=47  AG-110-M1 bl:2     ln:2    
    410) Area:2 Z=47  AG-111    bl:7     ln:8    
    411) Area:2 Z=47  AG-112    bl:1     ln:1    
    412) Area:2 Z=47  AG-CMP    bl:4     ln:5    
    413) Area:2 Z=48  CD-0      bl:115   ln:253  
    414) Area:2 Z=48  CD-103    bl:1     ln:1    
    415) Area:2 Z=48  CD-106    bl:34    ln:51   
    416) Area:2 Z=48  CD-108    bl:16    ln:24   
    417) Area:2 Z=48  CD-109    bl:1     ln:2    
    418) Area:2 Z=48  CD-110    bl:41    ln:70   
    419) Area:2 Z=48  CD-111    bl:57    ln:88   
    420) Area:2 Z=48  CD-112    bl:50    ln:77   
    421) Area:2 Z=48  CD-113    bl:79    ln:141  
    422) Area:2 Z=48  CD-114    bl:50    ln:78   
    423) Area:2 Z=48  CD-115    bl:9     ln:11   
    424) Area:2 Z=48  CD-115-M1 bl:1     ln:1    
    425) Area:2 Z=48  CD-116    bl:40    ln:65   
    426) Area:2 Z=48  CD-117    bl:1     ln:1    
    427) Area:2 Z=49  IN-0      bl:83    ln:207  
    428) Area:2 Z=49  IN-112    bl:3     ln:5    
    429) Area:2 Z=49  IN-113    bl:70    ln:134  
    430) Area:2 Z=49  IN-114    bl:7     ln:8    
    431) Area:2 Z=49  IN-115    bl:243   ln:518  
    432) Area:2 Z=49  IN-116    bl:4     ln:4    
    433) Area:2 Z=49  IN-124    bl:1     ln:1    
    434) Area:2 Z=50  SN-0      bl:83    ln:174  
    435) Area:2 Z=50  SN-112    bl:47    ln:74   
    436) Area:2 Z=50  SN-113    bl:4     ln:4    
    437) Area:2 Z=50  SN-114    bl:26    ln:35   
    438) Area:2 Z=50  SN-115    bl:23    ln:31   
    439) Area:2 Z=50  SN-116    bl:63    ln:101  
    440) Area:2 Z=50  SN-117    bl:59    ln:86   
    441) Area:2 Z=50  SN-118    bl:73    ln:118  
    442) Area:2 Z=50  SN-119    bl:47    ln:78   
    443) Area:2 Z=50  SN-120    bl:71    ln:117  
    444) Area:2 Z=50  SN-121    bl:9     ln:11   
    445) Area:2 Z=50  SN-122    bl:42    ln:76   
    446) Area:2 Z=50  SN-123    bl:17    ln:21   
    447) Area:2 Z=50  SN-124    bl:52    ln:82   
    448) Area:2 Z=50  SN-125    bl:8     ln:10   
    449) Area:2 Z=50  SN-126    bl:11    ln:14   
    450) Area:2 Z=50  SN-130    bl:1     ln:1    
    451) Area:2 Z=50  SN-131    bl:1     ln:1    
    452) Area:2 Z=50  SN-132    bl:1     ln:1    
    453) Area:2 Z=50  SN-CMP    bl:4     ln:6    
    454) Area:2 Z=51  SB-0      bl:76    ln:156  
    455) Area:2 Z=51  SB-120    bl:5     ln:9    
    456) Area:2 Z=51  SB-121    bl:94    ln:162  
    457) Area:2 Z=51  SB-122    bl:10    ln:13   
    458) Area:2 Z=51  SB-123    bl:85    ln:150  
    459) Area:2 Z=51  SB-124    bl:15    ln:21   
    460) Area:2 Z=51  SB-125    bl:14    ln:17   
    461) Area:2 Z=51  SB-126    bl:7     ln:9    
    462) Area:2 Z=51  SB-127    bl:3     ln:5    
    463) Area:2 Z=51  SB-128    bl:2     ln:3    
    464) Area:2 Z=51  SB-130    bl:1     ln:1    
    465) Area:2 Z=51  SB-131    bl:1     ln:1    
    466) Area:2 Z=51  SB-132    bl:1     ln:1    
    467) Area:2 Z=51  SB-133    bl:1     ln:1    
    468) Area:2 Z=51  SB-CMP    bl:1     ln:1    
    469) Area:2 Z=52  TE-0      bl:42    ln:86   
    470) Area:2 Z=52  TE-116    bl:1     ln:1    
    471) Area:2 Z=52  TE-117    bl:1     ln:1    
    472) Area:2 Z=52  TE-118    bl:1     ln:1    
    473) Area:2 Z=52  TE-119    bl:2     ln:2    
    474) Area:2 Z=52  TE-120    bl:16    ln:22   
    475) Area:2 Z=52  TE-121    bl:2     ln:2    
    476) Area:2 Z=52  TE-122    bl:44    ln:79   
    477) Area:2 Z=52  TE-123    bl:45    ln:89   
    478) Area:2 Z=52  TE-124    bl:39    ln:71   
    479) Area:2 Z=52  TE-125    bl:39    ln:68   
