CINDA BACKUP   BCK00220140625  88808  46254
    480) Area:2 Z=52  TE-126    bl:45    ln:80   
    481) Area:2 Z=52  TE-127    bl:14    ln:18   
    482) Area:2 Z=52  TE-127-M1 bl:2     ln:2    
    483) Area:2 Z=52  TE-128    bl:68    ln:126  
    484) Area:2 Z=52  TE-129    bl:13    ln:17   
    485) Area:2 Z=52  TE-129-M1 bl:2     ln:2    
    486) Area:2 Z=52  TE-130    bl:59    ln:107  
    487) Area:2 Z=52  TE-131    bl:8     ln:10   
    488) Area:2 Z=52  TE-132    bl:8     ln:10   
    489) Area:2 Z=52  TE-133    bl:2     ln:2    
    490) Area:2 Z=52  TE-134    bl:1     ln:1    
    491) Area:2 Z=52  TE-135    bl:1     ln:1    
    492) Area:2 Z=53  I-125     bl:3     ln:5    
    493) Area:2 Z=53  I-126     bl:1     ln:1    
    494) Area:2 Z=53  I-127     bl:252   ln:525  
    495) Area:2 Z=53  I-128     bl:6     ln:6    
    496) Area:2 Z=53  I-129     bl:90    ln:167  
    497) Area:2 Z=53  I-130     bl:12    ln:14   
    498) Area:2 Z=53  I-131     bl:15    ln:20   
    499) Area:2 Z=53  I-132     bl:1     ln:1    
    500) Area:2 Z=53  I-133     bl:6     ln:8    
    501) Area:2 Z=53  I-134     bl:1     ln:1    
    502) Area:2 Z=53  I-135     bl:12    ln:14   
    503) Area:2 Z=53  I-136     bl:1     ln:1    
    504) Area:2 Z=53  I-137     bl:1     ln:1    
    505) Area:2 Z=53  I-138     bl:1     ln:1    
    506) Area:2 Z=54  XE-0      bl:18    ln:38   
    507) Area:2 Z=54  XE-124    bl:21    ln:31   
    508) Area:2 Z=54  XE-125    bl:2     ln:3    
    509) Area:2 Z=54  XE-126    bl:24    ln:32   
    510) Area:2 Z=54  XE-127    bl:2     ln:4    
    511) Area:2 Z=54  XE-128    bl:28    ln:44   
    512) Area:2 Z=54  XE-129    bl:31    ln:50   
    513) Area:2 Z=54  XE-130    bl:28    ln:42   
    514) Area:2 Z=54  XE-131    bl:59    ln:103  
    515) Area:2 Z=54  XE-132    bl:46    ln:76   
    516) Area:2 Z=54  XE-133    bl:14    ln:18   
    517) Area:2 Z=54  XE-134    bl:34    ln:57   
    518) Area:2 Z=54  XE-135    bl:33    ln:40   
    519) Area:2 Z=54  XE-136    bl:32    ln:52   
    520) Area:2 Z=54  XE-137    bl:1     ln:1    
    521) Area:2 Z=54  XE-138    bl:1     ln:1    
    522) Area:2 Z=54  XE-139    bl:1     ln:1    
    523) Area:2 Z=54  XE-140    bl:1     ln:1    
    524) Area:2 Z=55  CS-132    bl:2     ln:4    
    525) Area:2 Z=55  CS-133    bl:208   ln:414  
    526) Area:2 Z=55  CS-134    bl:25    ln:32   
    527) Area:2 Z=55  CS-135    bl:59    ln:104  
    528) Area:2 Z=55  CS-136    bl:13    ln:17   
    529) Area:2 Z=55  CS-137    bl:49    ln:93   
    530) Area:2 Z=55  CS-139    bl:1     ln:1    
    531) Area:2 Z=55  CS-140    bl:1     ln:1    
    532) Area:2 Z=55  CS-141    bl:1     ln:1    
    533) Area:2 Z=55  CS-142    bl:1     ln:1    
    534) Area:2 Z=55  CS-143    bl:1     ln:1    
    535) Area:2 Z=55  CS-CMP    bl:23    ln:36   
    536) Area:2 Z=56  BA-0      bl:42    ln:92   
    537) Area:2 Z=56  BA-130    bl:35    ln:59   
    538) Area:2 Z=56  BA-131    bl:3     ln:3    
    539) Area:2 Z=56  BA-132    bl:34    ln:59   
    540) Area:2 Z=56  BA-133    bl:1     ln:1    
    541) Area:2 Z=56  BA-134    bl:57    ln:119  
    542) Area:2 Z=56  BA-135    bl:58    ln:121  
    543) Area:2 Z=56  BA-136    bl:78    ln:165  
    544) Area:2 Z=56  BA-137    bl:80    ln:148  
    545) Area:2 Z=56  BA-138    bl:112   ln:234  
    546) Area:2 Z=56  BA-139    bl:4     ln:4    
    547) Area:2 Z=56  BA-140    bl:14    ln:18   
    548) Area:2 Z=56  BA-141    bl:1     ln:1    
    549) Area:2 Z=56  BA-142    bl:1     ln:1    
    550) Area:2 Z=56  BA-143    bl:1     ln:1    
    551) Area:2 Z=56  BA-144    bl:1     ln:1    
    552) Area:2 Z=56  BA-145    bl:1     ln:1    
    553) Area:2 Z=56  BA-146    bl:1     ln:1    
    554) Area:2 Z=56  BA-CMP    bl:1     ln:1    
    555) Area:2 Z=57  LA-0      bl:2     ln:4    
    556) Area:2 Z=57  LA-138    bl:14    ln:23   
    557) Area:2 Z=57  LA-139    bl:198   ln:393  
    558) Area:2 Z=57  LA-140    bl:12    ln:13   
    559) Area:2 Z=57  LA-144    bl:2     ln:2    
    560) Area:2 Z=57  LA-145    bl:1     ln:1    
    561) Area:2 Z=57  LA-CMP    bl:2     ln:5    
    562) Area:2 Z=58  CE-0      bl:43    ln:101  
    563) Area:2 Z=58  CE-136    bl:13    ln:20   
    564) Area:2 Z=58  CE-137    bl:2     ln:2    
    565) Area:2 Z=58  CE-138    bl:11    ln:19   
    566) Area:2 Z=58  CE-140    bl:124   ln:235  
    567) Area:2 Z=58  CE-141    bl:16    ln:21   
    568) Area:2 Z=58  CE-142    bl:90    ln:177  
    569) Area:2 Z=58  CE-143    bl:10    ln:11   
    570) Area:2 Z=58  CE-144    bl:25    ln:42   
    571) Area:2 Z=58  CE-CMP    bl:4     ln:5    
    572) Area:2 Z=59  PR-139    bl:1     ln:1    
    573) Area:2 Z=59  PR-141    bl:176   ln:388  
    574) Area:2 Z=59  PR-142    bl:11    ln:12   
    575) Area:2 Z=59  PR-143    bl:13    ln:18   
    576) Area:2 Z=59  PR-145    bl:3     ln:4    
    577) Area:2 Z=59  PR-CMP    bl:1     ln:1    
    578) Area:2 Z=60  ND-0      bl:38    ln:73   
    579) Area:2 Z=60  ND-139    bl:1     ln:1    
    580) Area:2 Z=60  ND-140    bl:1     ln:1    
    581) Area:2 Z=60  ND-141    bl:1     ln:1    
    582) Area:2 Z=60  ND-142    bl:78    ln:167  
    583) Area:2 Z=60  ND-143    bl:130   ln:276  
    584) Area:2 Z=60  ND-144    bl:87    ln:179  
    585) Area:2 Z=60  ND-145    bl:109   ln:210  
    586) Area:2 Z=60  ND-146    bl:107   ln:220  
    587) Area:2 Z=60  ND-147    bl:35    ln:47   
    588) Area:2 Z=60  ND-148    bl:100   ln:205  
    589) Area:2 Z=60  ND-149    bl:3     ln:3    
    590) Area:2 Z=60  ND-150    bl:93    ln:187  
    591) Area:2 Z=60  ND-151    bl:5     ln:5    
    592) Area:2 Z=60  ND-CMP    bl:2     ln:2    
    593) Area:2 Z=61  PM-147    bl:85    ln:156  
    594) Area:2 Z=61  PM-148    bl:32    ln:46   
    595) Area:2 Z=61  PM-148-M1 bl:1     ln:1    
    596) Area:2 Z=61  PM-149    bl:17    ln:23   
    597) Area:2 Z=61  PM-151    bl:8     ln:10   
    598) Area:2 Z=62  SM-0      bl:49    ln:108  
    599) Area:2 Z=62  SM-143    bl:2     ln:3    
    600) Area:2 Z=62  SM-144    bl:42    ln:68   
    601) Area:2 Z=62  SM-145    bl:1     ln:2    
    602) Area:2 Z=62  SM-147    bl:101   ln:203  
    603) Area:2 Z=62  SM-148    bl:87    ln:165  
    604) Area:2 Z=62  SM-149    bl:142   ln:278  
    605) Area:2 Z=62  SM-150    bl:94    ln:167  
    606) Area:2 Z=62  SM-151    bl:83    ln:133  
    607) Area:2 Z=62  SM-152    bl:131   ln:243  
    608) Area:2 Z=62  SM-153    bl:21    ln:26   
    609) Area:2 Z=62  SM-154    bl:97    ln:181  
    610) Area:2 Z=62  SM-155    bl:6     ln:6    
    611) Area:2 Z=62  SM-156    bl:3     ln:4    
    612) Area:2 Z=63  EU-0      bl:40    ln:80   
    613) Area:2 Z=63  EU-151    bl:132   ln:238  
    614) Area:2 Z=63  EU-152    bl:26    ln:35   
    615) Area:2 Z=63  EU-153    bl:122   ln:214  
    616) Area:2 Z=63  EU-154    bl:41    ln:49   
    617) Area:2 Z=63  EU-155    bl:46    ln:76   
    618) Area:2 Z=63  EU-156    bl:15    ln:20   
    619) Area:2 Z=63  EU-157    bl:7     ln:9    
    620) Area:2 Z=63  EU-158    bl:1     ln:1    
    621) Area:2 Z=63  EU-CMP    bl:1     ln:1    
    622) Area:2 Z=64  GD-0      bl:51    ln:119  
    623) Area:2 Z=64  GD-152    bl:35    ln:50   
    624) Area:2 Z=64  GD-153    bl:11    ln:13   
    625) Area:2 Z=64  GD-154    bl:40    ln:72   
    626) Area:2 Z=64  GD-155    bl:81    ln:160  
    627) Area:2 Z=64  GD-156    bl:85    ln:161  
    628) Area:2 Z=64  GD-157    bl:91    ln:182  
    629) Area:2 Z=64  GD-158    bl:67    ln:119  
    630) Area:2 Z=64  GD-159    bl:10    ln:11   
    631) Area:2 Z=64  GD-160    bl:56    ln:101  
    632) Area:2 Z=64  GD-161    bl:5     ln:5    
    633) Area:2 Z=65  TB-159    bl:144   ln:302  
    634) Area:2 Z=65  TB-160    bl:16    ln:17   
    635) Area:2 Z=65  TB-161    bl:3     ln:4    
    636) Area:2 Z=65  TB-CMP    bl:3     ln:4    
    637) Area:2 Z=66  DY-0      bl:35    ln:89   
    638) Area:2 Z=66  DY-156    bl:16    ln:24   
    639) Area:2 Z=66  DY-157    bl:3     ln:3    
    640) Area:2 Z=66  DY-158    bl:16    ln:25   
    641) Area:2 Z=66  DY-159    bl:2     ln:2    
    642) Area:2 Z=66  DY-160    bl:32    ln:61   
    643) Area:2 Z=66  DY-161    bl:46    ln:86   
    644) Area:2 Z=66  DY-162    bl:54    ln:99   
    645) Area:2 Z=66  DY-163    bl:58    ln:104  
    646) Area:2 Z=66  DY-164    bl:92    ln:157  
    647) Area:2 Z=66  DY-165    bl:12    ln:17   
    648) Area:2 Z=66  DY-CMP    bl:1     ln:1    
    649) Area:2 Z=67  HO-163    bl:1     ln:1    
    650) Area:2 Z=67  HO-164    bl:1     ln:2    
    651) Area:2 Z=67  HO-165    bl:167   ln:346  
    652) Area:2 Z=67  HO-166    bl:13    ln:23   
    653) Area:2 Z=67  HO-CMP    bl:1     ln:2    
    654) Area:2 Z=68  ER-0      bl:30    ln:72   
    655) Area:2 Z=68  ER-162    bl:21    ln:37   
    656) Area:2 Z=68  ER-163    bl:4     ln:4    
    657) Area:2 Z=68  ER-164    bl:25    ln:40   
    658) Area:2 Z=68  ER-165    bl:5     ln:6    
    659) Area:2 Z=68  ER-166    bl:41    ln:78   
    660) Area:2 Z=68  ER-167    bl:59    ln:108  
    661) Area:2 Z=68  ER-168    bl:50    ln:73   
    662) Area:2 Z=68  ER-169    bl:5     ln:5    
    663) Area:2 Z=68  ER-170    bl:49    ln:90   
    664) Area:2 Z=68  ER-171    bl:3     ln:3    
    665) Area:2 Z=68  ER-CMP    bl:5     ln:8    
    666) Area:2 Z=69  TM-169    bl:113   ln:259  
    667) Area:2 Z=69  TM-170    bl:12    ln:12   
    668) Area:2 Z=69  TM-171    bl:1     ln:1    
    669) Area:2 Z=70  YB-0      bl:25    ln:59   
    670) Area:2 Z=70  YB-168    bl:19    ln:45   
    671) Area:2 Z=70  YB-169    bl:2     ln:2    
    672) Area:2 Z=70  YB-170    bl:24    ln:74   
    673) Area:2 Z=70  YB-171    bl:24    ln:53   
    674) Area:2 Z=70  YB-172    bl:21    ln:49   
    675) Area:2 Z=70  YB-173    bl:26    ln:57   
    676) Area:2 Z=70  YB-174    bl:38    ln:79   
    677) Area:2 Z=70  YB-175    bl:5     ln:5    
    678) Area:2 Z=70  YB-176    bl:44    ln:89   
    679) Area:2 Z=70  YB-177    bl:4     ln:4    
    680) Area:2 Z=71  LU-0      bl:27    ln:50   
    681) Area:2 Z=71  LU-175    bl:91    ln:175  
    682) Area:2 Z=71  LU-176    bl:57    ln:97   
    683) Area:2 Z=71  LU-177    bl:7     ln:7    
    684) Area:2 Z=71  LU-177-M1 bl:1     ln:1    
    685) Area:2 Z=71  LU-178    bl:3     ln:3    
    686) Area:2 Z=72  HF-0      bl:55    ln:133  
    687) Area:2 Z=72  HF-174    bl:27    ln:48   
    688) Area:2 Z=72  HF-175    bl:5     ln:5    
    689) Area:2 Z=72  HF-176    bl:29    ln:62   
    690) Area:2 Z=72  HF-177    bl:50    ln:112  
    691) Area:2 Z=72  HF-178    bl:63    ln:106  
    692) Area:2 Z=72  HF-179    bl:63    ln:112  
    693) Area:2 Z=72  HF-180    bl:65    ln:109  
    694) Area:2 Z=72  HF-181    bl:7     ln:7    
    695) Area:2 Z=72  HF-182    bl:1     ln:1    
    696) Area:2 Z=72  HF-CMP    bl:2     ln:3    
    697) Area:2 Z=73  TA-0      bl:10    ln:40   
    698) Area:2 Z=73  TA-179    bl:1     ln:1    
    699) Area:2 Z=73  TA-180    bl:6     ln:6    
    700) Area:2 Z=73  TA-180-M1 bl:1     ln:1    
    701) Area:2 Z=73  TA-181    bl:296   ln:593  
    702) Area:2 Z=73  TA-182    bl:14    ln:17   
    703) Area:2 Z=73  TA-CMP    bl:5     ln:8    
    704) Area:2 Z=74  W-0       bl:115   ln:276  
    705) Area:2 Z=74  W-180     bl:12    ln:14   
    706) Area:2 Z=74  W-181     bl:2     ln:2    
    707) Area:2 Z=74  W-182     bl:88    ln:179  
    708) Area:2 Z=74  W-183     bl:79    ln:180  
    709) Area:2 Z=74  W-184     bl:104   ln:208  
    710) Area:2 Z=74  W-185     bl:9     ln:10   
    711) Area:2 Z=74  W-186     bl:146   ln:274  
    712) Area:2 Z=74  W-187     bl:6     ln:6    
    713) Area:2 Z=74  W-CMP     bl:1     ln:1    
    714) Area:2 Z=75  RE-0      bl:15    ln:41   
    715) Area:2 Z=75  RE-185    bl:36    ln:56   
    716) Area:2 Z=75  RE-186    bl:6     ln:6    
    717) Area:2 Z=75  RE-187    bl:57    ln:82   
    718) Area:2 Z=75  RE-188    bl:5     ln:6    
    719) Area:2 Z=76  OS-0      bl:10    ln:11   
    720) Area:2 Z=76  OS-184    bl:12    ln:19   
    721) Area:2 Z=76  OS-186    bl:8     ln:9    
    722) Area:2 Z=76  OS-187    bl:17    ln:17   
    723) Area:2 Z=76  OS-188    bl:22    ln:28   
    724) Area:2 Z=76  OS-189    bl:22    ln:34   
    725) Area:2 Z=76  OS-190    bl:40    ln:70   
    726) Area:2 Z=76  OS-191    bl:3     ln:3    
    727) Area:2 Z=76  OS-192    bl:33    ln:61   
    728) Area:2 Z=76  OS-193    bl:1     ln:3    
    729) Area:2 Z=77  IR-0      bl:28    ln:52   
    730) Area:2 Z=77  IR-189    bl:1     ln:1    
    731) Area:2 Z=77  IR-190    bl:1     ln:1    
    732) Area:2 Z=77  IR-191    bl:68    ln:106  
    733) Area:2 Z=77  IR-192    bl:7     ln:7    
    734) Area:2 Z=77  IR-193    bl:49    ln:78   
    735) Area:2 Z=77  IR-194    bl:5     ln:6    
    736) Area:2 Z=78  PT-0      bl:37    ln:96   
    737) Area:2 Z=78  PT-190    bl:5     ln:6    
    738) Area:2 Z=78  PT-192    bl:16    ln:37   
    739) Area:2 Z=78  PT-193    bl:3     ln:3    
    740) Area:2 Z=78  PT-194    bl:30    ln:59   
    741) Area:2 Z=78  PT-195    bl:23    ln:78   
    742) Area:2 Z=78  PT-196    bl:29    ln:56   
    743) Area:2 Z=78  PT-198    bl:38    ln:82   
    744) Area:2 Z=78  PT-199    bl:1     ln:1    
    745) Area:2 Z=78  PT-CMP    bl:2     ln:2    
    746) Area:2 Z=79  AU-193    bl:1     ln:1    
    747) Area:2 Z=79  AU-194    bl:1     ln:1    
    748) Area:2 Z=79  AU-195    bl:1     ln:1    
    749) Area:2 Z=79  AU-196    bl:1     ln:1    
    750) Area:2 Z=79  AU-197    bl:408   ln:881  
    751) Area:2 Z=79  AU-198    bl:18    ln:24   
    752) Area:2 Z=79  AU-199    bl:1     ln:1    
    753) Area:2 Z=79  AU-CMP    bl:2     ln:3    
    754) Area:2 Z=80  HG-0      bl:67    ln:150  
    755) Area:2 Z=80  HG-194    bl:2     ln:2    
    756) Area:2 Z=80  HG-195    bl:4     ln:4    
    757) Area:2 Z=80  HG-196    bl:40    ln:51   
    758) Area:2 Z=80  HG-197    bl:4     ln:4    
    759) Area:2 Z=80  HG-198    bl:48    ln:81   
    760) Area:2 Z=80  HG-199    bl:65    ln:118  
    761) Area:2 Z=80  HG-200    bl:43    ln:50   
    762) Area:2 Z=80  HG-201    bl:43    ln:74   
    763) Area:2 Z=80  HG-202    bl:45    ln:58   
    764) Area:2 Z=80  HG-203    bl:2     ln:2    
    765) Area:2 Z=80  HG-204    bl:35    ln:46   
    766) Area:2 Z=81  TL-0      bl:42    ln:85   
    767) Area:2 Z=81  TL-203    bl:44    ln:81   
    768) Area:2 Z=81  TL-204    bl:6     ln:6    
    769) Area:2 Z=81  TL-205    bl:37    ln:64   
    770) Area:2 Z=81  TL-206    bl:3     ln:3    
    771) Area:2 Z=81  TL-CMP    bl:2     ln:2    
    772) Area:2 Z=82  PB-0      bl:278   ln:611  
    773) Area:2 Z=82  PB-194    bl:1     ln:1    
    774) Area:2 Z=82  PB-198    bl:1     ln:1    
    775) Area:2 Z=82  PB-202    bl:1     ln:1    
    776) Area:2 Z=82  PB-204    bl:72    ln:138  
    777) Area:2 Z=82  PB-205    bl:6     ln:6    
    778) Area:2 Z=82  PB-206    bl:89    ln:163  
    779) Area:2 Z=82  PB-207    bl:91    ln:174  
    780) Area:2 Z=82  PB-208    bl:192   ln:308  
    781) Area:2 Z=82  PB-209    bl:4     ln:4    
    782) Area:2 Z=82  PB-CMP    bl:1     ln:1    
    783) Area:2 Z=83  BI-208    bl:5     ln:5    
    784) Area:2 Z=83  BI-209    bl:355   ln:755  
    785) Area:2 Z=83  BI-210    bl:4     ln:5    
    786) Area:2 Z=83  BI-CMP    bl:1     ln:1    
    787) Area:2 Z=84  PO-204    bl:1     ln:1    
    788) Area:2 Z=84  PO-210    bl:7     ln:8    
    789) Area:2 Z=84  PO-212    bl:1     ln:1    
    790) Area:2 Z=86  RN-206    bl:1     ln:1    
    791) Area:2 Z=86  RN-214    bl:1     ln:1    
    792) Area:2 Z=88  RA-223    bl:11    ln:15   
    793) Area:2 Z=88  RA-224    bl:9     ln:13   
    794) Area:2 Z=88  RA-225    bl:8     ln:12   
    795) Area:2 Z=88  RA-226    bl:38    ln:68   
    796) Area:2 Z=88  RA-227    bl:1     ln:1    
    797) Area:2 Z=88  RA-228    bl:2     ln:2    
    798) Area:2 Z=89  AC-223    bl:1     ln:1    
    799) Area:2 Z=89  AC-225    bl:10    ln:14   
    800) Area:2 Z=89  AC-226    bl:9     ln:13   
    801) Area:2 Z=89  AC-227    bl:30    ln:46   
    802) Area:2 Z=89  AC-229    bl:1     ln:1    
    803) Area:2 Z=89  AC-231    bl:1     ln:1    
    804) Area:2 Z=90  TH-224    bl:2     ln:4    
    805) Area:2 Z=90  TH-226    bl:2     ln:4    
    806) Area:2 Z=90  TH-227    bl:21    ln:43   
    807) Area:2 Z=90  TH-228    bl:32    ln:47   
    808) Area:2 Z=90  TH-229    bl:69    ln:106  
    809) Area:2 Z=90  TH-230    bl:99    ln:140  
    810) Area:2 Z=90  TH-231    bl:12    ln:13   
    811) Area:2 Z=90  TH-232    bl:628   ln:1349 
    812) Area:2 Z=90  TH-233    bl:34    ln:42   
    813) Area:2 Z=90  TH-234    bl:19    ln:27   
    814) Area:2 Z=90  TH-236    bl:1     ln:3    
    815) Area:2 Z=90  TH-CMP    bl:2     ln:3    
    816) Area:2 Z=91  PA-223    bl:1     ln:1    
    817) Area:2 Z=91  PA-225    bl:1     ln:1    
    818) Area:2 Z=91  PA-227    bl:1     ln:1    
    819) Area:2 Z=91  PA-229    bl:2     ln:2    
    820) Area:2 Z=91  PA-230    bl:4     ln:4    
    821) Area:2 Z=91  PA-231    bl:97    ln:169  
    822) Area:2 Z=91  PA-232    bl:23    ln:29   
    823) Area:2 Z=91  PA-233    bl:42    ln:67   
    824) Area:2 Z=91  PA-234    bl:3     ln:3    
    825) Area:2 Z=91  PA-235    bl:1     ln:1    
    826) Area:2 Z=91  PA-237    bl:1     ln:1    
    827) Area:2 Z=91  PA-238    bl:1     ln:1    
    828) Area:2 Z=92  U-0       bl:147   ln:229  
    829) Area:2 Z=92  U-230     bl:1     ln:1    
    830) Area:2 Z=92  U-231     bl:4     ln:4    
    831) Area:2 Z=92  U-232     bl:70    ln:130  
    832) Area:2 Z=92  U-233     bl:490   ln:996  
    833) Area:2 Z=92  U-234     bl:139   ln:220  
    834) Area:2 Z=92  U-235     bl:1454  ln:3132 
    835) Area:2 Z=92  U-236     bl:165   ln:323  
    836) Area:2 Z=92  U-237     bl:47    ln:65   
    837) Area:2 Z=92  U-238     bl:1079  ln:2347 
    838) Area:2 Z=92  U-239     bl:20    ln:25   
    839) Area:2 Z=92  U-240     bl:2     ln:4    
    840) Area:2 Z=92  U-242     bl:1     ln:3    
    841) Area:2 Z=92  U-244     bl:1     ln:3    
    842) Area:2 Z=92  U-246     bl:1     ln:3    
    843) Area:2 Z=92  U-248     bl:1     ln:3    
    844) Area:2 Z=92  U-CMP     bl:5     ln:6    
    845) Area:2 Z=92  U-OXI     bl:8     ln:11   
    846) Area:2 Z=93  NP-231    bl:1     ln:1    
    847) Area:2 Z=93  NP-233    bl:6     ln:6    
    848) Area:2 Z=93  NP-234    bl:4     ln:4    
    849) Area:2 Z=93  NP-235    bl:8     ln:10   
    850) Area:2 Z=93  NP-236    bl:17    ln:20   
    851) Area:2 Z=93  NP-237    bl:326   ln:660  
    852) Area:2 Z=93  NP-238    bl:58    ln:78   
    853) Area:2 Z=93  NP-239    bl:14    ln:25   
    854) Area:2 Z=93  NP-240    bl:1     ln:1    
    855) Area:2 Z=93  NP-241    bl:1     ln:1    
    856) Area:2 Z=93  NP-243    bl:1     ln:1    
    857) Area:2 Z=94  PU-232    bl:1     ln:3    
    858) Area:2 Z=94  PU-233    bl:1     ln:1    
    859) Area:2 Z=94  PU-234    bl:3     ln:5    
    860) Area:2 Z=94  PU-235    bl:2     ln:2    
    861) Area:2 Z=94  PU-236    bl:46    ln:74   
    862) Area:2 Z=94  PU-237    bl:23    ln:25   
    863) Area:2 Z=94  PU-238    bl:153   ln:237  
    864) Area:2 Z=94  PU-239    bl:950   ln:2071 
    865) Area:2 Z=94  PU-240    bl:399   ln:777  
    866) Area:2 Z=94  PU-241    bl:385   ln:765  
    867) Area:2 Z=94  PU-242    bl:235   ln:406  
    868) Area:2 Z=94  PU-243    bl:23    ln:24   
    869) Area:2 Z=94  PU-244    bl:66    ln:96   
    870) Area:2 Z=94  PU-245    bl:2     ln:2    
    871) Area:2 Z=94  PU-246    bl:6     ln:10   
    872) Area:2 Z=94  PU-248    bl:1     ln:3    
    873) Area:2 Z=95  AM-237    bl:3     ln:3    
    874) Area:2 Z=95  AM-238    bl:3     ln:3    
    875) Area:2 Z=95  AM-239    bl:5     ln:5    
    876) Area:2 Z=95  AM-240    bl:6     ln:7    
    877) Area:2 Z=95  AM-241    bl:271   ln:512  
    878) Area:2 Z=95  AM-242    bl:120   ln:174  
    879) Area:2 Z=95  AM-242-M1 bl:4     ln:4    
    880) Area:2 Z=95  AM-243    bl:144   ln:239  
    881) Area:2 Z=95  AM-244    bl:33    ln:42   
    882) Area:2 Z=95  AM-244-M1 bl:3     ln:3    
    883) Area:2 Z=95  AM-245    bl:2     ln:2    
    884) Area:2 Z=95  AM-247    bl:1     ln:1    
    885) Area:2 Z=96  CM-238    bl:1     ln:3    
    886) Area:2 Z=96  CM-240    bl:7     ln:11   
    887) Area:2 Z=96  CM-241    bl:22    ln:28   
    888) Area:2 Z=96  CM-242    bl:75    ln:105  
    889) Area:2 Z=96  CM-243    bl:67    ln:90   
    890) Area:2 Z=96  CM-244    bl:107   ln:160  
    891) Area:2 Z=96  CM-245    bl:90    ln:124  
    892) Area:2 Z=96  CM-246    bl:73    ln:91   
    893) Area:2 Z=96  CM-247    bl:68    ln:90   
    894) Area:2 Z=96  CM-248    bl:69    ln:86   
    895) Area:2 Z=96  CM-249    bl:29    ln:35   
    896) Area:2 Z=96  CM-250    bl:21    ln:27   
    897) Area:2 Z=96  CM-252    bl:1     ln:3    
    898) Area:2 Z=96  CM-254    bl:3     ln:5    
    899) Area:2 Z=97  BK-243    bl:2     ln:2    
    900) Area:2 Z=97  BK-244    bl:2     ln:2    
    901) Area:2 Z=97  BK-245    bl:3     ln:3    
    902) Area:2 Z=97  BK-246    bl:2     ln:2    
    903) Area:2 Z=97  BK-247    bl:12    ln:14   
    904) Area:2 Z=97  BK-248    bl:1     ln:1    
    905) Area:2 Z=97  BK-249    bl:35    ln:41   
    906) Area:2 Z=97  BK-250    bl:20    ln:27   
    907) Area:2 Z=97  BK-251    bl:1     ln:1    
    908) Area:2 Z=98  CF-242    bl:1     ln:3    
    909) Area:2 Z=98  CF-244    bl:1     ln:3    
    910) Area:2 Z=98  CF-246    bl:6     ln:8    
    911) Area:2 Z=98  CF-248    bl:5     ln:7    
    912) Area:2 Z=98  CF-249    bl:70    ln:111  
    913) Area:2 Z=98  CF-250    bl:48    ln:67   
    914) Area:2 Z=98  CF-251    bl:63    ln:101  
    915) Area:2 Z=98  CF-252    bl:327   ln:547  
    916) Area:2 Z=98  CF-253    bl:10    ln:10   
    917) Area:2 Z=98  CF-254    bl:24    ln:30   
    918) Area:2 Z=98  CF-256    bl:1     ln:1    
    919) Area:2 Z=99  ES-251    bl:2     ln:2    
    920) Area:2 Z=99  ES-252    bl:2     ln:2    
    921) Area:2 Z=99  ES-253    bl:15    ln:15   
    922) Area:2 Z=99  ES-254    bl:26    ln:30   
    923) Area:2 Z=99  ES-254-M1 bl:1     ln:1    
    924) Area:2 Z=99  ES-255    bl:14    ln:18   
    925) Area:2 Z=100 FM-242    bl:1     ln:3    
    926) Area:2 Z=100 FM-244    bl:3     ln:5    
    927) Area:2 Z=100 FM-246    bl:3     ln:5    
    928) Area:2 Z=100 FM-248    bl:2     ln:4    
    929) Area:2 Z=100 FM-250    bl:1     ln:3    
    930) Area:2 Z=100 FM-252    bl:3     ln:5    
    931) Area:2 Z=100 FM-254    bl:10    ln:13   
    932) Area:2 Z=100 FM-255    bl:18    ln:23   
    933) Area:2 Z=100 FM-256    bl:10    ln:13   
    934) Area:2 Z=100 FM-257    bl:9     ln:10   
    935) Area:2 Z=100 FM-258    bl:9     ln:12   
    936) Area:2 Z=100 FM-259    bl:4     ln:4    
    937) Area:2 Z=101 MD-256    bl:1     ln:1    
    938) Area:2 Z=101 MD-257    bl:1     ln:1    
    939) Area:2 Z=101 MD-259    bl:3     ln:3    
    940) Area:2 Z=101 MD-260    bl:4     ln:5    
    941) Area:2 Z=102 NO-250    bl:1     ln:3    
    942) Area:2 Z=102 NO-252    bl:4     ln:6    
    943) Area:2 Z=102 NO-254    bl:1     ln:3    
    944) Area:2 Z=102 NO-256    bl:4     ln:6    
    945) Area:2 Z=102 NO-258    bl:5     ln:7    
    946) Area:2 Z=102 NO-260    bl:4     ln:6    
    947) Area:2 Z=102 NO-262    bl:3     ln:5    
    948) Area:2 Z=102 NO-263    bl:1     ln:1    
    949) Area:2 Z=102 NO-264    bl:1     ln:3    
    950) Area:2 Z=102 NO-266    bl:1     ln:3    
    951) Area:2 Z=103 LR-261    bl:1     ln:1    
    952) Area:2 Z=104 RF-254    bl:1     ln:3    
    953) Area:2 Z=104 RF-256    bl:3     ln:5    
    954) Area:2 Z=104 RF-258    bl:3     ln:5    
    955) Area:2 Z=104 RF-260    bl:5     ln:7    
    956) Area:2 Z=104 RF-262    bl:2     ln:4    
    957) Area:2 Z=104 RF-264    bl:2     ln:4    
    958) Area:2 Z=104 RF-266    bl:1     ln:1    
    959) Area:2 Z=105 DB-263    bl:1     ln:1    
