CINDA BACKUP   BCK00420140625  61486  28750
    479) Area:4 Z=58  CE-136    bl:17    ln:31   
    480) Area:4 Z=58  CE-137    bl:3     ln:4    
    481) Area:4 Z=58  CE-138    bl:19    ln:36   
    482) Area:4 Z=58  CE-139    bl:3     ln:3    
    483) Area:4 Z=58  CE-140    bl:69    ln:122  
    484) Area:4 Z=58  CE-141    bl:5     ln:7    
    485) Area:4 Z=58  CE-142    bl:50    ln:94   
    486) Area:4 Z=58  CE-143    bl:4     ln:6    
    487) Area:4 Z=58  CE-144    bl:10    ln:22   
    488) Area:4 Z=58  CE-146    bl:1     ln:1    
    489) Area:4 Z=58  CE-CMP    bl:2     ln:2    
    490) Area:4 Z=59  PR-137    bl:1     ln:1    
    491) Area:4 Z=59  PR-139    bl:1     ln:1    
    492) Area:4 Z=59  PR-140    bl:2     ln:4    
    493) Area:4 Z=59  PR-141    bl:75    ln:161  
    494) Area:4 Z=59  PR-142    bl:2     ln:4    
    495) Area:4 Z=59  PR-143    bl:4     ln:7    
    496) Area:4 Z=59  PR-CMP    bl:2     ln:3    
    497) Area:4 Z=60  ND-0      bl:21    ln:44   
    498) Area:4 Z=60  ND-140    bl:3     ln:4    
    499) Area:4 Z=60  ND-141    bl:1     ln:1    
    500) Area:4 Z=60  ND-142    bl:60    ln:144  
    501) Area:4 Z=60  ND-143    bl:93    ln:223  
    502) Area:4 Z=60  ND-144    bl:62    ln:138  
    503) Area:4 Z=60  ND-145    bl:72    ln:162  
    504) Area:4 Z=60  ND-146    bl:56    ln:129  
    505) Area:4 Z=60  ND-147    bl:9     ln:14   
    506) Area:4 Z=60  ND-148    bl:45    ln:112  
    507) Area:4 Z=60  ND-149    bl:2     ln:3    
    508) Area:4 Z=60  ND-150    bl:42    ln:104  
    509) Area:4 Z=60  ND-151    bl:1     ln:2    
    510) Area:4 Z=61  PM-141    bl:1     ln:1    
    511) Area:4 Z=61  PM-143    bl:2     ln:2    
    512) Area:4 Z=61  PM-144    bl:1     ln:1    
    513) Area:4 Z=61  PM-145    bl:3     ln:4    
    514) Area:4 Z=61  PM-146    bl:2     ln:3    
    515) Area:4 Z=61  PM-147    bl:27    ln:56   
    516) Area:4 Z=61  PM-148    bl:12    ln:20   
    517) Area:4 Z=61  PM-149    bl:6     ln:12   
    518) Area:4 Z=61  PM-151    bl:6     ln:8    
    519) Area:4 Z=62  SM-0      bl:21    ln:44   
    520) Area:4 Z=62  SM-143    bl:1     ln:1    
    521) Area:4 Z=62  SM-144    bl:35    ln:73   
    522) Area:4 Z=62  SM-145    bl:6     ln:7    
    523) Area:4 Z=62  SM-146    bl:2     ln:3    
    524) Area:4 Z=62  SM-147    bl:119   ln:348  
    525) Area:4 Z=62  SM-148    bl:55    ln:118  
    526) Area:4 Z=62  SM-149    bl:99    ln:259  
    527) Area:4 Z=62  SM-150    bl:61    ln:134  
    528) Area:4 Z=62  SM-151    bl:23    ln:44   
    529) Area:4 Z=62  SM-152    bl:74    ln:177  
    530) Area:4 Z=62  SM-153    bl:5     ln:10   
    531) Area:4 Z=62  SM-154    bl:59    ln:143  
    532) Area:4 Z=62  SM-155    bl:2     ln:5    
    533) Area:4 Z=62  SM-156    bl:3     ln:4    
    534) Area:4 Z=63  EU-0      bl:19    ln:50   
    535) Area:4 Z=63  EU-145    bl:1     ln:1    
    536) Area:4 Z=63  EU-146    bl:1     ln:1    
    537) Area:4 Z=63  EU-147    bl:1     ln:1    
    538) Area:4 Z=63  EU-148    bl:1     ln:1    
    539) Area:4 Z=63  EU-149    bl:2     ln:2    
    540) Area:4 Z=63  EU-151    bl:97    ln:260  
    541) Area:4 Z=63  EU-152    bl:21    ln:54   
    542) Area:4 Z=63  EU-153    bl:88    ln:224  
    543) Area:4 Z=63  EU-154    bl:12    ln:35   
    544) Area:4 Z=63  EU-155    bl:14    ln:31   
    545) Area:4 Z=63  EU-156    bl:3     ln:4    
    546) Area:4 Z=63  EU-157    bl:1     ln:1    
    547) Area:4 Z=64  GD-0      bl:20    ln:39   
    548) Area:4 Z=64  GD-147    bl:2     ln:2    
    549) Area:4 Z=64  GD-148    bl:3     ln:4    
    550) Area:4 Z=64  GD-149    bl:1     ln:1    
    551) Area:4 Z=64  GD-150    bl:2     ln:3    
    552) Area:4 Z=64  GD-151    bl:1     ln:1    
    553) Area:4 Z=64  GD-152    bl:27    ln:63   
    554) Area:4 Z=64  GD-153    bl:9     ln:19   
    555) Area:4 Z=64  GD-154    bl:35    ln:92   
    556) Area:4 Z=64  GD-155    bl:75    ln:156  
    557) Area:4 Z=64  GD-156    bl:50    ln:117  
    558) Area:4 Z=64  GD-157    bl:63    ln:152  
    559) Area:4 Z=64  GD-158    bl:58    ln:125  
    560) Area:4 Z=64  GD-159    bl:5     ln:8    
    561) Area:4 Z=64  GD-160    bl:43    ln:109  
    562) Area:4 Z=64  GD-161    bl:3     ln:6    
    563) Area:4 Z=64  GD-162    bl:1     ln:1    
    564) Area:4 Z=65  TB-151    bl:1     ln:1    
    565) Area:4 Z=65  TB-153    bl:2     ln:2    
    566) Area:4 Z=65  TB-155    bl:3     ln:3    
    567) Area:4 Z=65  TB-156    bl:1     ln:1    
    568) Area:4 Z=65  TB-157    bl:1     ln:1    
    569) Area:4 Z=65  TB-158    bl:3     ln:3    
    570) Area:4 Z=65  TB-159    bl:60    ln:124  
    571) Area:4 Z=65  TB-160    bl:9     ln:11   
    572) Area:4 Z=65  TB-161    bl:1     ln:1    
    573) Area:4 Z=65  TB-163    bl:1     ln:1    
    574) Area:4 Z=66  DY-0      bl:21    ln:48   
    575) Area:4 Z=66  DY-152    bl:1     ln:1    
    576) Area:4 Z=66  DY-154    bl:1     ln:1    
    577) Area:4 Z=66  DY-156    bl:25    ln:48   
    578) Area:4 Z=66  DY-158    bl:22    ln:37   
    579) Area:4 Z=66  DY-159    bl:2     ln:2    
    580) Area:4 Z=66  DY-160    bl:34    ln:64   
    581) Area:4 Z=66  DY-161    bl:45    ln:104  
    582) Area:4 Z=66  DY-162    bl:55    ln:118  
    583) Area:4 Z=66  DY-163    bl:62    ln:129  
    584) Area:4 Z=66  DY-164    bl:59    ln:118  
    585) Area:4 Z=66  DY-165    bl:6     ln:7    
    586) Area:4 Z=67  HO-161    bl:1     ln:1    
    587) Area:4 Z=67  HO-163    bl:1     ln:1    
    588) Area:4 Z=67  HO-165    bl:93    ln:194  
    589) Area:4 Z=67  HO-166    bl:18    ln:30   
    590) Area:4 Z=67  HO-167    bl:2     ln:4    
    591) Area:4 Z=67  HO-169    bl:1     ln:1    
    592) Area:4 Z=68  ER-0      bl:31    ln:64   
    593) Area:4 Z=68  ER-160    bl:2     ln:2    
    594) Area:4 Z=68  ER-162    bl:41    ln:78   
    595) Area:4 Z=68  ER-163    bl:2     ln:3    
    596) Area:4 Z=68  ER-164    bl:46    ln:92   
    597) Area:4 Z=68  ER-165    bl:4     ln:9    
    598) Area:4 Z=68  ER-166    bl:74    ln:154  
    599) Area:4 Z=68  ER-167    bl:87    ln:176  
    600) Area:4 Z=68  ER-168    bl:94    ln:190  
    601) Area:4 Z=68  ER-169    bl:4     ln:9    
    602) Area:4 Z=68  ER-170    bl:81    ln:170  
    603) Area:4 Z=68  ER-171    bl:3     ln:8    
    604) Area:4 Z=68  ER-172    bl:1     ln:1    
    605) Area:4 Z=69  TM-163    bl:1     ln:1    
    606) Area:4 Z=69  TM-165    bl:1     ln:1    
    607) Area:4 Z=69  TM-167    bl:2     ln:2    
    608) Area:4 Z=69  TM-168    bl:1     ln:1    
    609) Area:4 Z=69  TM-169    bl:37    ln:71   
    610) Area:4 Z=69  TM-170    bl:5     ln:6    
    611) Area:4 Z=69  TM-171    bl:2     ln:3    
    612) Area:4 Z=69  TM-173    bl:1     ln:1    
    613) Area:4 Z=69  TM-175    bl:1     ln:1    
    614) Area:4 Z=70  YB-0      bl:14    ln:28   
    615) Area:4 Z=70  YB-166    bl:4     ln:5    
    616) Area:4 Z=70  YB-168    bl:23    ln:41   
    617) Area:4 Z=70  YB-169    bl:7     ln:13   
    618) Area:4 Z=70  YB-170    bl:22    ln:45   
    619) Area:4 Z=70  YB-171    bl:27    ln:65   
    620) Area:4 Z=70  YB-172    bl:24    ln:39   
    621) Area:4 Z=70  YB-173    bl:37    ln:74   
    622) Area:4 Z=70  YB-174    bl:40    ln:67   
    623) Area:4 Z=70  YB-175    bl:6     ln:7    
    624) Area:4 Z=70  YB-176    bl:29    ln:46   
    625) Area:4 Z=70  YB-177    bl:6     ln:7    
    626) Area:4 Z=71  LU-0      bl:18    ln:36   
    627) Area:4 Z=71  LU-169    bl:2     ln:2    
    628) Area:4 Z=71  LU-170    bl:1     ln:1    
    629) Area:4 Z=71  LU-171    bl:2     ln:2    
    630) Area:4 Z=71  LU-172    bl:1     ln:1    
    631) Area:4 Z=71  LU-173    bl:2     ln:2    
    632) Area:4 Z=71  LU-174    bl:2     ln:2    
    633) Area:4 Z=71  LU-175    bl:52    ln:114  
    634) Area:4 Z=71  LU-176    bl:35    ln:74   
    635) Area:4 Z=71  LU-177    bl:8     ln:10   
    636) Area:4 Z=71  LU-179    bl:1     ln:1    
    637) Area:4 Z=72  HF-0      bl:11    ln:23   
    638) Area:4 Z=72  HF-166    bl:1     ln:1    
    639) Area:4 Z=72  HF-168    bl:1     ln:1    
    640) Area:4 Z=72  HF-170    bl:1     ln:1    
    641) Area:4 Z=72  HF-172    bl:1     ln:1    
    642) Area:4 Z=72  HF-174    bl:18    ln:41   
    643) Area:4 Z=72  HF-175    bl:3     ln:4    
    644) Area:4 Z=72  HF-176    bl:25    ln:59   
    645) Area:4 Z=72  HF-177    bl:45    ln:98   
    646) Area:4 Z=72  HF-178    bl:61    ln:117  
    647) Area:4 Z=72  HF-179    bl:44    ln:84   
    648) Area:4 Z=72  HF-180    bl:48    ln:97   
    649) Area:4 Z=72  HF-181    bl:7     ln:9    
    650) Area:4 Z=72  HF-182    bl:1     ln:1    
    651) Area:4 Z=73  TA-177    bl:2     ln:2    
    652) Area:4 Z=73  TA-179    bl:2     ln:2    
    653) Area:4 Z=73  TA-180    bl:10    ln:17   
    654) Area:4 Z=73  TA-181    bl:171   ln:402  
    655) Area:4 Z=73  TA-182    bl:6     ln:9    
    656) Area:4 Z=73  TA-183    bl:2     ln:3    
    657) Area:4 Z=74  W-0       bl:114   ln:282  
    658) Area:4 Z=74  W-172     bl:1     ln:1    
    659) Area:4 Z=74  W-174     bl:1     ln:1    
    660) Area:4 Z=74  W-176     bl:1     ln:1    
    661) Area:4 Z=74  W-178     bl:1     ln:1    
    662) Area:4 Z=74  W-180     bl:20    ln:38   
    663) Area:4 Z=74  W-181     bl:7     ln:9    
    664) Area:4 Z=74  W-182     bl:62    ln:126  
    665) Area:4 Z=74  W-183     bl:49    ln:113  
    666) Area:4 Z=74  W-184     bl:75    ln:154  
    667) Area:4 Z=74  W-185     bl:8     ln:15   
    668) Area:4 Z=74  W-186     bl:93    ln:195  
    669) Area:4 Z=74  W-187     bl:6     ln:8    
    670) Area:4 Z=74  W-188     bl:1     ln:1    
    671) Area:4 Z=75  RE-0      bl:25    ln:65   
    672) Area:4 Z=75  RE-182    bl:1     ln:1    
    673) Area:4 Z=75  RE-183    bl:2     ln:2    
    674) Area:4 Z=75  RE-184    bl:3     ln:3    
    675) Area:4 Z=75  RE-185    bl:33    ln:81   
    676) Area:4 Z=75  RE-186    bl:2     ln:3    
    677) Area:4 Z=75  RE-187    bl:39    ln:85   
    678) Area:4 Z=75  RE-188    bl:3     ln:4    
    679) Area:4 Z=75  RE-189    bl:1     ln:1    
    680) Area:4 Z=76  OS-0      bl:13    ln:28   
    681) Area:4 Z=76  OS-178    bl:1     ln:1    
    682) Area:4 Z=76  OS-180    bl:1     ln:1    
    683) Area:4 Z=76  OS-182    bl:1     ln:1    
    684) Area:4 Z=76  OS-184    bl:5     ln:8    
    685) Area:4 Z=76  OS-185    bl:2     ln:2    
    686) Area:4 Z=76  OS-186    bl:29    ln:83   
    687) Area:4 Z=76  OS-187    bl:55    ln:149  
    688) Area:4 Z=76  OS-188    bl:26    ln:77   
    689) Area:4 Z=76  OS-189    bl:26    ln:81   
    690) Area:4 Z=76  OS-190    bl:37    ln:85   
    691) Area:4 Z=76  OS-191    bl:2     ln:3    
    692) Area:4 Z=76  OS-192    bl:29    ln:86   
    693) Area:4 Z=76  OS-193    bl:1     ln:2    
    694) Area:4 Z=76  OS-194    bl:1     ln:1    
    695) Area:4 Z=77  IR-0      bl:21    ln:57   
    696) Area:4 Z=77  IR-188    bl:1     ln:1    
    697) Area:4 Z=77  IR-189    bl:2     ln:2    
    698) Area:4 Z=77  IR-190    bl:1     ln:1    
    699) Area:4 Z=77  IR-191    bl:47    ln:101  
    700) Area:4 Z=77  IR-192    bl:11    ln:23   
    701) Area:4 Z=77  IR-193    bl:36    ln:85   
    702) Area:4 Z=77  IR-194    bl:1     ln:2    
    703) Area:4 Z=77  IR-195    bl:1     ln:1    
    704) Area:4 Z=77  IR-196    bl:1     ln:1    
    705) Area:4 Z=78  PT-0      bl:19    ln:41   
    706) Area:4 Z=78  PT-188    bl:2     ln:3    
    707) Area:4 Z=78  PT-190    bl:9     ln:27   
    708) Area:4 Z=78  PT-191    bl:1     ln:1    
    709) Area:4 Z=78  PT-192    bl:17    ln:54   
    710) Area:4 Z=78  PT-193    bl:3     ln:4    
    711) Area:4 Z=78  PT-194    bl:30    ln:75   
    712) Area:4 Z=78  PT-195    bl:32    ln:71   
    713) Area:4 Z=78  PT-196    bl:30    ln:74   
    714) Area:4 Z=78  PT-197    bl:3     ln:4    
    715) Area:4 Z=78  PT-198    bl:22    ln:54   
    716) Area:4 Z=78  PT-199    bl:2     ln:3    
    717) Area:4 Z=79  AU-194    bl:1     ln:1    
    718) Area:4 Z=79  AU-195    bl:3     ln:3    
    719) Area:4 Z=79  AU-196    bl:3     ln:5    
    720) Area:4 Z=79  AU-197    bl:183   ln:396  
    721) Area:4 Z=79  AU-198    bl:5     ln:6    
    722) Area:4 Z=80  HG-0      bl:59    ln:162  
    723) Area:4 Z=80  HG-194    bl:3     ln:6    
    724) Area:4 Z=80  HG-196    bl:8     ln:13   
    725) Area:4 Z=80  HG-197    bl:1     ln:1    
    726) Area:4 Z=80  HG-198    bl:23    ln:47   
    727) Area:4 Z=80  HG-199    bl:26    ln:38   
    728) Area:4 Z=80  HG-200    bl:22    ln:40   
    729) Area:4 Z=80  HG-201    bl:9     ln:15   
    730) Area:4 Z=80  HG-202    bl:22    ln:33   
    731) Area:4 Z=80  HG-203    bl:1     ln:1    
    732) Area:4 Z=80  HG-204    bl:13    ln:18   
    733) Area:4 Z=81  TL-0      bl:21    ln:35   
    734) Area:4 Z=81  TL-201    bl:2     ln:3    
    735) Area:4 Z=81  TL-202    bl:1     ln:1    
    736) Area:4 Z=81  TL-203    bl:29    ln:64   
    737) Area:4 Z=81  TL-204    bl:3     ln:4    
    738) Area:4 Z=81  TL-205    bl:22    ln:54   
    739) Area:4 Z=81  TL-206    bl:1     ln:2    
    740) Area:4 Z=82  PB-0      bl:216   ln:513  
    741) Area:4 Z=82  PB-198    bl:1     ln:2    
    742) Area:4 Z=82  PB-200    bl:1     ln:2    
    743) Area:4 Z=82  PB-202    bl:4     ln:6    
    744) Area:4 Z=82  PB-203    bl:2     ln:2    
    745) Area:4 Z=82  PB-204    bl:41    ln:71   
    746) Area:4 Z=82  PB-205    bl:4     ln:5    
    747) Area:4 Z=82  PB-206    bl:68    ln:125  
    748) Area:4 Z=82  PB-207    bl:59    ln:101  
    749) Area:4 Z=82  PB-208    bl:123   ln:218  
    750) Area:4 Z=82  PB-209    bl:6     ln:7    
    751) Area:4 Z=82  PB-210    bl:1     ln:2    
    752) Area:4 Z=82  PB-212    bl:1     ln:2    
    753) Area:4 Z=82  PB-214    bl:1     ln:2    
    754) Area:4 Z=82  PB-216    bl:1     ln:2    
    755) Area:4 Z=82  PB-CMP    bl:3     ln:5    
    756) Area:4 Z=83  BI-205    bl:1     ln:1    
    757) Area:4 Z=83  BI-206    bl:1     ln:1    
    758) Area:4 Z=83  BI-207    bl:3     ln:4    
    759) Area:4 Z=83  BI-208    bl:4     ln:7    
    760) Area:4 Z=83  BI-209    bl:283   ln:600  
    761) Area:4 Z=83  BI-210    bl:2     ln:3    
    762) Area:4 Z=83  BI-CMP    bl:1     ln:3    
    763) Area:4 Z=84  PO-206    bl:3     ln:4    
    764) Area:4 Z=84  PO-208    bl:5     ln:7    
    765) Area:4 Z=84  PO-209    bl:1     ln:1    
    766) Area:4 Z=84  PO-210    bl:9     ln:15   
    767) Area:4 Z=84  PO-211    bl:2     ln:2    
    768) Area:4 Z=84  PO-212    bl:5     ln:10   
    769) Area:4 Z=85  AT-213    bl:6     ln:7    
    770) Area:4 Z=86  RN-222    bl:1     ln:2    
    771) Area:4 Z=88  RA-224    bl:2     ln:4    
    772) Area:4 Z=88  RA-225    bl:1     ln:2    
    773) Area:4 Z=88  RA-226    bl:46    ln:151  
    774) Area:4 Z=88  RA-227    bl:4     ln:5    
    775) Area:4 Z=88  RA-228    bl:1     ln:3    
    776) Area:4 Z=89  AC-225    bl:1     ln:1    
    777) Area:4 Z=89  AC-226    bl:2     ln:3    
    778) Area:4 Z=89  AC-227    bl:14    ln:38   
    779) Area:4 Z=89  AC-228    bl:2     ln:2    
    780) Area:4 Z=90  TH-225    bl:1     ln:1    
    781) Area:4 Z=90  TH-226    bl:2     ln:5    
    782) Area:4 Z=90  TH-227    bl:4     ln:4    
    783) Area:4 Z=90  TH-228    bl:15    ln:32   
    784) Area:4 Z=90  TH-229    bl:55    ln:107  
    785) Area:4 Z=90  TH-230    bl:61    ln:177  
    786) Area:4 Z=90  TH-231    bl:13    ln:23   
    787) Area:4 Z=90  TH-232    bl:410   ln:973  
    788) Area:4 Z=90  TH-233    bl:13    ln:20   
    789) Area:4 Z=90  TH-234    bl:2     ln:2    
    790) Area:4 Z=91  PA-229    bl:4     ln:4    
    791) Area:4 Z=91  PA-230    bl:6     ln:6    
    792) Area:4 Z=91  PA-231    bl:75    ln:147  
    793) Area:4 Z=91  PA-232    bl:20    ln:44   
    794) Area:4 Z=91  PA-233    bl:35    ln:63   
    795) Area:4 Z=91  PA-234    bl:2     ln:3    
    796) Area:4 Z=91  PA-235    bl:1     ln:1    
    797) Area:4 Z=91  PA-236    bl:2     ln:2    
    798) Area:4 Z=91  PA-237    bl:1     ln:1    
    799) Area:4 Z=91  PA-238    bl:1     ln:1    
    800) Area:4 Z=92  U-0       bl:85    ln:203  
    801) Area:4 Z=92  U-228     bl:2     ln:4    
    802) Area:4 Z=92  U-229     bl:3     ln:5    
    803) Area:4 Z=92  U-230     bl:8     ln:14   
    804) Area:4 Z=92  U-231     bl:5     ln:7    
    805) Area:4 Z=92  U-232     bl:80    ln:142  
    806) Area:4 Z=92  U-233     bl:404   ln:927  
    807) Area:4 Z=92  U-234     bl:125   ln:251  
    808) Area:4 Z=92  U-235     bl:1040  ln:2491 
    809) Area:4 Z=92  U-236     bl:207   ln:438  
    810) Area:4 Z=92  U-237     bl:41    ln:81   
    811) Area:4 Z=92  U-238     bl:883   ln:1992 
    812) Area:4 Z=92  U-239     bl:33    ln:65   
    813) Area:4 Z=92  U-240     bl:7     ln:12   
    814) Area:4 Z=92  U-241     bl:2     ln:4    
    815) Area:4 Z=92  U-242     bl:2     ln:4    
    816) Area:4 Z=93  NP-230    bl:2     ln:4    
    817) Area:4 Z=93  NP-231    bl:2     ln:4    
    818) Area:4 Z=93  NP-232    bl:2     ln:4    
    819) Area:4 Z=93  NP-233    bl:3     ln:5    
    820) Area:4 Z=93  NP-234    bl:4     ln:6    
    821) Area:4 Z=93  NP-235    bl:6     ln:8    
    822) Area:4 Z=93  NP-236    bl:33    ln:61   
    823) Area:4 Z=93  NP-237    bl:302   ln:638  
    824) Area:4 Z=93  NP-238    bl:48    ln:78   
    825) Area:4 Z=93  NP-239    bl:12    ln:22   
    826) Area:4 Z=93  NP-240    bl:5     ln:10   
    827) Area:4 Z=93  NP-241    bl:3     ln:5    
    828) Area:4 Z=93  NP-242    bl:3     ln:5    
    829) Area:4 Z=93  NP-244    bl:1     ln:1    
    830) Area:4 Z=94  PU-233    bl:1     ln:1    
    831) Area:4 Z=94  PU-234    bl:6     ln:12   
    832) Area:4 Z=94  PU-235    bl:4     ln:11   
    833) Area:4 Z=94  PU-236    bl:30    ln:66   
    834) Area:4 Z=94  PU-237    bl:12    ln:26   
    835) Area:4 Z=94  PU-238    bl:152   ln:341  
    836) Area:4 Z=94  PU-239    bl:698   ln:1723 
    837) Area:4 Z=94  PU-240    bl:208   ln:417  
    838) Area:4 Z=94  PU-241    bl:210   ln:510  
    839) Area:4 Z=94  PU-242    bl:154   ln:344  
    840) Area:4 Z=94  PU-243    bl:29    ln:70   
    841) Area:4 Z=94  PU-244    bl:28    ln:51   
    842) Area:4 Z=94  PU-245    bl:6     ln:12   
    843) Area:4 Z=94  PU-246    bl:4     ln:9    
    844) Area:4 Z=94  PU-248    bl:1     ln:2    
    845) Area:4 Z=95  AM-236    bl:2     ln:4    
    846) Area:4 Z=95  AM-237    bl:2     ln:4    
    847) Area:4 Z=95  AM-238    bl:5     ln:11   
    848) Area:4 Z=95  AM-239    bl:6     ln:9    
    849) Area:4 Z=95  AM-240    bl:16    ln:27   
    850) Area:4 Z=95  AM-241    bl:235   ln:505  
    851) Area:4 Z=95  AM-242    bl:102   ln:206  
    852) Area:4 Z=95  AM-243    bl:145   ln:283  
    853) Area:4 Z=95  AM-244    bl:11    ln:20   
    854) Area:4 Z=95  AM-245    bl:4     ln:6    
    855) Area:4 Z=95  AM-246    bl:4     ln:6    
    856) Area:4 Z=95  AM-247    bl:2     ln:4    
    857) Area:4 Z=96  CM-238    bl:4     ln:9    
    858) Area:4 Z=96  CM-239    bl:3     ln:5    
    859) Area:4 Z=96  CM-240    bl:5     ln:10   
    860) Area:4 Z=96  CM-241    bl:11    ln:24   
    861) Area:4 Z=96  CM-242    bl:77    ln:152  
    862) Area:4 Z=96  CM-243    bl:61    ln:133  
    863) Area:4 Z=96  CM-244    bl:157   ln:372  
    864) Area:4 Z=96  CM-245    bl:103   ln:217  
    865) Area:4 Z=96  CM-246    bl:93    ln:196  
    866) Area:4 Z=96  CM-247    bl:74    ln:155  
    867) Area:4 Z=96  CM-248    bl:98    ln:214  
    868) Area:4 Z=96  CM-249    bl:9     ln:18   
    869) Area:4 Z=96  CM-250    bl:10    ln:17   
    870) Area:4 Z=96  CM-251    bl:3     ln:6    
    871) Area:4 Z=96  CM-252    bl:2     ln:3    
    872) Area:4 Z=97  BK-240    bl:1     ln:1    
    873) Area:4 Z=97  BK-242    bl:3     ln:5    
    874) Area:4 Z=97  BK-243    bl:2     ln:4    
    875) Area:4 Z=97  BK-244    bl:4     ln:6    
    876) Area:4 Z=97  BK-245    bl:5     ln:8    
    877) Area:4 Z=97  BK-246    bl:6     ln:11   
    878) Area:4 Z=97  BK-247    bl:5     ln:7    
    879) Area:4 Z=97  BK-248    bl:3     ln:5    
    880) Area:4 Z=97  BK-249    bl:35    ln:88   
    881) Area:4 Z=97  BK-250    bl:8     ln:21   
    882) Area:4 Z=97  BK-251    bl:4     ln:7    
    883) Area:4 Z=97  BK-252    bl:4     ln:8    
    884) Area:4 Z=97  BK-253    bl:2     ln:4    
    885) Area:4 Z=98  CF-242    bl:1     ln:2    
    886) Area:4 Z=98  CF-243    bl:1     ln:2    
    887) Area:4 Z=98  CF-244    bl:1     ln:2    
    888) Area:4 Z=98  CF-245    bl:3     ln:7    
    889) Area:4 Z=98  CF-246    bl:10    ln:22   
    890) Area:4 Z=98  CF-247    bl:3     ln:7    
    891) Area:4 Z=98  CF-248    bl:6     ln:12   
    892) Area:4 Z=98  CF-249    bl:80    ln:193  
    893) Area:4 Z=98  CF-250    bl:27    ln:69   
    894) Area:4 Z=98  CF-251    bl:31    ln:74   
    895) Area:4 Z=98  CF-252    bl:272   ln:625  
    896) Area:4 Z=98  CF-253    bl:13    ln:41   
    897) Area:4 Z=98  CF-254    bl:18    ln:32   
    898) Area:4 Z=98  CF-255    bl:2     ln:4    
    899) Area:4 Z=98  CF-256    bl:5     ln:8    
    900) Area:4 Z=99  ES-244    bl:3     ln:5    
    901) Area:4 Z=99  ES-245    bl:2     ln:4    
    902) Area:4 Z=99  ES-246    bl:2     ln:4    
    903) Area:4 Z=99  ES-247    bl:2     ln:4    
    904) Area:4 Z=99  ES-248    bl:3     ln:5    
    905) Area:4 Z=99  ES-249    bl:2     ln:4    
    906) Area:4 Z=99  ES-250    bl:2     ln:4    
    907) Area:4 Z=99  ES-251    bl:3     ln:5    
    908) Area:4 Z=99  ES-252    bl:3     ln:5    
    909) Area:4 Z=99  ES-253    bl:12    ln:24   
    910) Area:4 Z=99  ES-254    bl:14    ln:27   
    911) Area:4 Z=99  ES-255    bl:4     ln:8    
    912) Area:4 Z=99  ES-256    bl:1     ln:4    
    913) Area:4 Z=100 FM-244    bl:5     ln:6    
    914) Area:4 Z=100 FM-246    bl:6     ln:7    
    915) Area:4 Z=100 FM-248    bl:4     ln:9    
    916) Area:4 Z=100 FM-249    bl:1     ln:2    
    917) Area:4 Z=100 FM-250    bl:6     ln:13   
    918) Area:4 Z=100 FM-251    bl:2     ln:6    
    919) Area:4 Z=100 FM-252    bl:3     ln:7    
    920) Area:4 Z=100 FM-253    bl:3     ln:7    
    921) Area:4 Z=100 FM-254    bl:21    ln:41   
    922) Area:4 Z=100 FM-255    bl:8     ln:17   
    923) Area:4 Z=100 FM-256    bl:21    ln:42   
    924) Area:4 Z=100 FM-257    bl:9     ln:16   
    925) Area:4 Z=100 FM-258    bl:8     ln:13   
    926) Area:4 Z=100 FM-259    bl:3     ln:4    
    927) Area:4 Z=101 MD-256    bl:1     ln:1    
    928) Area:4 Z=101 MD-259    bl:2     ln:4    
    929) Area:4 Z=102 NO-252    bl:4     ln:6    
    930) Area:4 Z=102 NO-254    bl:1     ln:2    
    931) Area:4 Z=102 NO-256    bl:1     ln:1    
    932) Area:4 Z=102 NO-258    bl:2     ln:5    
    933) Area:4 Z=102 NO-260    bl:1     ln:4    
    934) Area:4 Z=102 NO-262    bl:1     ln:4    
    935) Area:4 Z=103 LR-257    bl:1     ln:2    
    936) Area:4 Z=104 RF-254    bl:1     ln:1    
    937) Area:4 Z=104 RF-255    bl:1     ln:1    
    938) Area:4 Z=104 RF-256    bl:1     ln:1    
    939) Area:4 Z=104 RF-260    bl:2     ln:5    
    940) Area:4 Z=104 RF-262    bl:1     ln:1    
    941) Area:4 Z=999 FPROD     bl:4     ln:6    
    942) Area:4 Z=999 MANY      bl:608   ln:946  
