CINDA BACKUP   BCK00320140625  45544  27240
     95) Area:3 Z=18  AR-37     bl:3     ln:3    
     96) Area:3 Z=18  AR-38     bl:12    ln:12   
     97) Area:3 Z=18  AR-39     bl:3     ln:3    
     98) Area:3 Z=18  AR-40     bl:28    ln:30   
     99) Area:3 Z=18  AR-41     bl:2     ln:2    
    100) Area:3 Z=18  AR-42     bl:1     ln:1    
    101) Area:3 Z=19  K-0       bl:15    ln:32   
    102) Area:3 Z=19  K-38      bl:1     ln:1    
    103) Area:3 Z=19  K-39      bl:67    ln:125  
    104) Area:3 Z=19  K-40      bl:11    ln:11   
    105) Area:3 Z=19  K-41      bl:47    ln:90   
    106) Area:3 Z=19  K-42      bl:1     ln:1    
    107) Area:3 Z=19  K-43      bl:1     ln:1    
    108) Area:3 Z=19  K-44      bl:1     ln:1    
    109) Area:3 Z=19  K-45      bl:1     ln:1    
    110) Area:3 Z=19  K-46      bl:1     ln:1    
    111) Area:3 Z=19  K-CMP     bl:12    ln:15   
    112) Area:3 Z=20  CA-0      bl:41    ln:84   
    113) Area:3 Z=20  CA-39     bl:1     ln:1    
    114) Area:3 Z=20  CA-40     bl:123   ln:237  
    115) Area:3 Z=20  CA-41     bl:7     ln:7    
    116) Area:3 Z=20  CA-42     bl:36    ln:77   
    117) Area:3 Z=20  CA-43     bl:30    ln:74   
    118) Area:3 Z=20  CA-44     bl:53    ln:110  
    119) Area:3 Z=20  CA-45     bl:5     ln:5    
    120) Area:3 Z=20  CA-46     bl:17    ln:19   
    121) Area:3 Z=20  CA-47     bl:1     ln:1    
    122) Area:3 Z=20  CA-48     bl:33    ln:56   
    123) Area:3 Z=20  CA-49     bl:1     ln:1    
    124) Area:3 Z=20  CA-CMP    bl:7     ln:13   
    125) Area:3 Z=21  SC-44     bl:2     ln:3    
    126) Area:3 Z=21  SC-45     bl:120   ln:243  
    127) Area:3 Z=21  SC-46     bl:9     ln:9    
    128) Area:3 Z=21  SC-47     bl:6     ln:6    
    129) Area:3 Z=21  SC-48     bl:3     ln:3    
    130) Area:3 Z=21  SC-49     bl:1     ln:1    
    131) Area:3 Z=21  SC-50     bl:2     ln:2    
    132) Area:3 Z=22  TI-0      bl:50    ln:90   
    133) Area:3 Z=22  TI-44     bl:1     ln:1    
    134) Area:3 Z=22  TI-45     bl:1     ln:1    
    135) Area:3 Z=22  TI-46     bl:96    ln:199  
    136) Area:3 Z=22  TI-47     bl:79    ln:159  
    137) Area:3 Z=22  TI-48     bl:148   ln:274  
    138) Area:3 Z=22  TI-49     bl:54    ln:98   
    139) Area:3 Z=22  TI-50     bl:71    ln:135  
    140) Area:3 Z=22  TI-51     bl:3     ln:3    
    141) Area:3 Z=22  TI-52     bl:1     ln:1    
    142) Area:3 Z=22  TI-CMP    bl:2     ln:2    
    143) Area:3 Z=23  V-0       bl:1     ln:2    
    144) Area:3 Z=23  V-47      bl:1     ln:1    
    145) Area:3 Z=23  V-48      bl:1     ln:1    
    146) Area:3 Z=23  V-49      bl:1     ln:1    
    147) Area:3 Z=23  V-50      bl:11    ln:11   
    148) Area:3 Z=23  V-51      bl:205   ln:381  
    149) Area:3 Z=23  V-52      bl:3     ln:4    
    150) Area:3 Z=23  V-53      bl:1     ln:2    
    151) Area:3 Z=23  V-54      bl:1     ln:1    
    152) Area:3 Z=23  V-CMP     bl:1     ln:1    
    153) Area:3 Z=24  CR-0      bl:65    ln:149  
    154) Area:3 Z=24  CR-48     bl:1     ln:1    
    155) Area:3 Z=24  CR-49     bl:1     ln:1    
    156) Area:3 Z=24  CR-50     bl:76    ln:123  
    157) Area:3 Z=24  CR-51     bl:3     ln:3    
    158) Area:3 Z=24  CR-52     bl:177   ln:333  
    159) Area:3 Z=24  CR-53     bl:61    ln:111  
    160) Area:3 Z=24  CR-54     bl:56    ln:100  
    161) Area:3 Z=24  CR-55     bl:2     ln:2    
    162) Area:3 Z=24  CR-56     bl:1     ln:1    
    163) Area:3 Z=24  CR-CMP    bl:6     ln:7    
    164) Area:3 Z=25  MN-51     bl:1     ln:1    
    165) Area:3 Z=25  MN-52     bl:1     ln:1    
    166) Area:3 Z=25  MN-53     bl:3     ln:3    
    167) Area:3 Z=25  MN-54     bl:5     ln:5    
    168) Area:3 Z=25  MN-55     bl:223   ln:444  
    169) Area:3 Z=25  MN-56     bl:4     ln:4    
    170) Area:3 Z=25  MN-57     bl:1     ln:1    
    171) Area:3 Z=25  MN-58     bl:1     ln:1    
    172) Area:3 Z=25  MN-CMP    bl:15    ln:20   
    173) Area:3 Z=26  FE-0      bl:187   ln:378  
    174) Area:3 Z=26  FE-51     bl:1     ln:1    
    175) Area:3 Z=26  FE-52     bl:1     ln:1    
    176) Area:3 Z=26  FE-53     bl:2     ln:2    
    177) Area:3 Z=26  FE-54     bl:141   ln:252  
    178) Area:3 Z=26  FE-55     bl:10    ln:14   
    179) Area:3 Z=26  FE-56     bl:343   ln:610  
    180) Area:3 Z=26  FE-57     bl:56    ln:87   
    181) Area:3 Z=26  FE-58     bl:51    ln:70   
    182) Area:3 Z=26  FE-59     bl:2     ln:2    
    183) Area:3 Z=26  FE-60     bl:6     ln:7    
    184) Area:3 Z=26  FE-61     bl:1     ln:1    
    185) Area:3 Z=26  FE-CMP    bl:28    ln:34   
    186) Area:3 Z=27  CO-55     bl:1     ln:1    
    187) Area:3 Z=27  CO-56     bl:1     ln:1    
    188) Area:3 Z=27  CO-57     bl:3     ln:3    
    189) Area:3 Z=27  CO-58     bl:7     ln:8    
    190) Area:3 Z=27  CO-59     bl:277   ln:501  
    191) Area:3 Z=27  CO-60     bl:11    ln:12   
    192) Area:3 Z=27  CO-61     bl:2     ln:3    
    193) Area:3 Z=27  CO-62     bl:2     ln:3    
    194) Area:3 Z=27  CO-63     bl:1     ln:2    
    195) Area:3 Z=27  CO-64     bl:1     ln:1    
    196) Area:3 Z=27  CO-CMP    bl:9     ln:10   
    197) Area:3 Z=28  NI-0      bl:83    ln:155  
    198) Area:3 Z=28  NI-55     bl:1     ln:1    
    199) Area:3 Z=28  NI-56     bl:1     ln:1    
    200) Area:3 Z=28  NI-57     bl:1     ln:1    
    201) Area:3 Z=28  NI-58     bl:296   ln:579  
    202) Area:3 Z=28  NI-59     bl:15    ln:15   
    203) Area:3 Z=28  NI-60     bl:129   ln:198  
    204) Area:3 Z=28  NI-61     bl:47    ln:66   
    205) Area:3 Z=28  NI-62     bl:83    ln:113  
    206) Area:3 Z=28  NI-63     bl:5     ln:6    
    207) Area:3 Z=28  NI-64     bl:49    ln:69   
    208) Area:3 Z=28  NI-65     bl:4     ln:5    
    209) Area:3 Z=28  NI-66     bl:2     ln:3    
    210) Area:3 Z=28  NI-67     bl:1     ln:1    
    211) Area:3 Z=28  NI-68     bl:1     ln:1    
    212) Area:3 Z=28  NI-70     bl:1     ln:1    
    213) Area:3 Z=28  NI-CMP    bl:3     ln:3    
    214) Area:3 Z=29  CU-0      bl:108   ln:215  
    215) Area:3 Z=29  CU-60     bl:1     ln:2    
    216) Area:3 Z=29  CU-61     bl:2     ln:3    
    217) Area:3 Z=29  CU-62     bl:2     ln:3    
    218) Area:3 Z=29  CU-63     bl:165   ln:243  
    219) Area:3 Z=29  CU-64     bl:5     ln:6    
    220) Area:3 Z=29  CU-65     bl:154   ln:220  
    221) Area:3 Z=29  CU-66     bl:4     ln:5    
    222) Area:3 Z=29  CU-67     bl:1     ln:2    
    223) Area:3 Z=29  CU-CMP    bl:2     ln:2    
    224) Area:3 Z=30  ZN-0      bl:67    ln:128  
    225) Area:3 Z=30  ZN-61     bl:1     ln:2    
    226) Area:3 Z=30  ZN-62     bl:1     ln:2    
    227) Area:3 Z=30  ZN-63     bl:1     ln:2    
    228) Area:3 Z=30  ZN-64     bl:129   ln:202  
    229) Area:3 Z=30  ZN-65     bl:5     ln:6    
    230) Area:3 Z=30  ZN-66     bl:67    ln:92   
    231) Area:3 Z=30  ZN-67     bl:41    ln:53   
    232) Area:3 Z=30  ZN-68     bl:54    ln:88   
    233) Area:3 Z=30  ZN-69     bl:3     ln:5    
    234) Area:3 Z=30  ZN-70     bl:36    ln:58   
    235) Area:3 Z=30  ZN-71     bl:1     ln:2    
    236) Area:3 Z=30  ZN-72     bl:11    ln:15   
    237) Area:3 Z=30  ZN-CMP    bl:3     ln:3    
    238) Area:3 Z=31  GA-0      bl:26    ln:53   
    239) Area:3 Z=31  GA-63     bl:1     ln:2    
    240) Area:3 Z=31  GA-64     bl:1     ln:2    
    241) Area:3 Z=31  GA-65     bl:1     ln:2    
    242) Area:3 Z=31  GA-66     bl:1     ln:2    
    243) Area:3 Z=31  GA-67     bl:1     ln:2    
    244) Area:3 Z=31  GA-68     bl:1     ln:2    
    245) Area:3 Z=31  GA-69     bl:71    ln:104  
    246) Area:3 Z=31  GA-70     bl:2     ln:3    
    247) Area:3 Z=31  GA-71     bl:77    ln:117  
    248) Area:3 Z=31  GA-72     bl:12    ln:16   
    249) Area:3 Z=31  GA-73     bl:1     ln:2    
    250) Area:3 Z=32  GE-0      bl:29    ln:59   
    251) Area:3 Z=32  GE-65     bl:1     ln:2    
    252) Area:3 Z=32  GE-66     bl:1     ln:2    
    253) Area:3 Z=32  GE-67     bl:1     ln:2    
    254) Area:3 Z=32  GE-68     bl:1     ln:2    
    255) Area:3 Z=32  GE-69     bl:1     ln:2    
    256) Area:3 Z=32  GE-70     bl:50    ln:78   
    257) Area:3 Z=32  GE-71     bl:3     ln:4    
    258) Area:3 Z=32  GE-72     bl:50    ln:67   
    259) Area:3 Z=32  GE-73     bl:40    ln:50   
    260) Area:3 Z=32  GE-74     bl:57    ln:90   
    261) Area:3 Z=32  GE-75     bl:3     ln:5    
    262) Area:3 Z=32  GE-76     bl:56    ln:89   
    263) Area:3 Z=32  GE-77     bl:13    ln:18   
    264) Area:3 Z=33  AS-69     bl:1     ln:2    
    265) Area:3 Z=33  AS-70     bl:1     ln:2    
    266) Area:3 Z=33  AS-71     bl:2     ln:3    
    267) Area:3 Z=33  AS-72     bl:1     ln:2    
    268) Area:3 Z=33  AS-73     bl:2     ln:3    
    269) Area:3 Z=33  AS-74     bl:1     ln:2    
    270) Area:3 Z=33  AS-75     bl:127   ln:237  
    271) Area:3 Z=33  AS-76     bl:13    ln:17   
    272) Area:3 Z=33  AS-77     bl:12    ln:16   
    273) Area:3 Z=33  AS-78     bl:1     ln:2    
    274) Area:3 Z=33  AS-79     bl:1     ln:2    
    275) Area:3 Z=34  SE-0      bl:31    ln:74   
    276) Area:3 Z=34  SE-71     bl:1     ln:2    
    277) Area:3 Z=34  SE-72     bl:1     ln:2    
    278) Area:3 Z=34  SE-73     bl:2     ln:3    
    279) Area:3 Z=34  SE-74     bl:50    ln:91   
    280) Area:3 Z=34  SE-75     bl:2     ln:3    
    281) Area:3 Z=34  SE-76     bl:52    ln:72   
    282) Area:3 Z=34  SE-77     bl:38    ln:54   
    283) Area:3 Z=34  SE-78     bl:50    ln:72   
    284) Area:3 Z=34  SE-79     bl:14    ln:18   
    285) Area:3 Z=34  SE-80     bl:76    ln:115  
    286) Area:3 Z=34  SE-81     bl:4     ln:6    
    287) Area:3 Z=34  SE-82     bl:34    ln:59   
    288) Area:3 Z=34  SE-83     bl:2     ln:3    
    289) Area:3 Z=34  SE-84     bl:1     ln:2    
    290) Area:3 Z=35  BR-0      bl:17    ln:45   
    291) Area:3 Z=35  BR-73     bl:1     ln:2    
    292) Area:3 Z=35  BR-74     bl:1     ln:2    
    293) Area:3 Z=35  BR-75     bl:1     ln:2    
    294) Area:3 Z=35  BR-76     bl:2     ln:3    
    295) Area:3 Z=35  BR-77     bl:1     ln:2    
    296) Area:3 Z=35  BR-78     bl:1     ln:2    
    297) Area:3 Z=35  BR-79     bl:74    ln:112  
    298) Area:3 Z=35  BR-80     bl:4     ln:6    
    299) Area:3 Z=35  BR-81     bl:69    ln:97   
    300) Area:3 Z=35  BR-82     bl:12    ln:16   
    301) Area:3 Z=35  BR-83     bl:1     ln:2    
    302) Area:3 Z=35  BR-84     bl:1     ln:2    
    303) Area:3 Z=35  BR-85     bl:1     ln:2    
    304) Area:3 Z=36  KR-0      bl:13    ln:16   
    305) Area:3 Z=36  KR-74     bl:1     ln:2    
    306) Area:3 Z=36  KR-75     bl:1     ln:2    
    307) Area:3 Z=36  KR-76     bl:1     ln:2    
    308) Area:3 Z=36  KR-77     bl:1     ln:2    
    309) Area:3 Z=36  KR-78     bl:16    ln:19   
    310) Area:3 Z=36  KR-79     bl:1     ln:2    
    311) Area:3 Z=36  KR-80     bl:26    ln:29   
    312) Area:3 Z=36  KR-81     bl:1     ln:2    
    313) Area:3 Z=36  KR-82     bl:30    ln:37   
    314) Area:3 Z=36  KR-83     bl:35    ln:41   
    315) Area:3 Z=36  KR-84     bl:37    ln:44   
    316) Area:3 Z=36  KR-85     bl:21    ln:24   
    317) Area:3 Z=36  KR-86     bl:36    ln:41   
    318) Area:3 Z=36  KR-87     bl:3     ln:4    
    319) Area:3 Z=36  KR-88     bl:1     ln:2    
    320) Area:3 Z=36  KR-89     bl:1     ln:2    
    321) Area:3 Z=37  RB-0      bl:31    ln:58   
    322) Area:3 Z=37  RB-79     bl:1     ln:2    
    323) Area:3 Z=37  RB-80     bl:1     ln:2    
    324) Area:3 Z=37  RB-81     bl:1     ln:2    
    325) Area:3 Z=37  RB-82     bl:1     ln:2    
    326) Area:3 Z=37  RB-83     bl:1     ln:2    
    327) Area:3 Z=37  RB-84     bl:2     ln:3    
    328) Area:3 Z=37  RB-85     bl:110   ln:177  
    329) Area:3 Z=37  RB-86     bl:13    ln:18   
    330) Area:3 Z=37  RB-87     bl:102   ln:150  
    331) Area:3 Z=37  RB-88     bl:4     ln:5    
    332) Area:3 Z=37  RB-89     bl:1     ln:2    
    333) Area:3 Z=37  RB-90     bl:1     ln:2    
    334) Area:3 Z=37  RB-91     bl:1     ln:2    
    335) Area:3 Z=37  RB-CMP    bl:1     ln:1    
    336) Area:3 Z=38  SR-0      bl:20    ln:44   
    337) Area:3 Z=38  SR-82     bl:1     ln:2    
    338) Area:3 Z=38  SR-83     bl:1     ln:2    
    339) Area:3 Z=38  SR-84     bl:42    ln:64   
    340) Area:3 Z=38  SR-85     bl:4     ln:7    
    341) Area:3 Z=38  SR-86     bl:61    ln:115  
    342) Area:3 Z=38  SR-87     bl:29    ln:53   
    343) Area:3 Z=38  SR-88     bl:95    ln:147  
    344) Area:3 Z=38  SR-89     bl:30    ln:33   
    345) Area:3 Z=38  SR-90     bl:29    ln:32   
    346) Area:3 Z=38  SR-91     bl:11    ln:15   
    347) Area:3 Z=38  SR-92     bl:1     ln:2    
    348) Area:3 Z=38  SR-93     bl:1     ln:2    
    349) Area:3 Z=38  SR-CMP    bl:2     ln:2    
    350) Area:3 Z=39  Y-84      bl:1     ln:2    
    351) Area:3 Z=39  Y-85      bl:2     ln:3    
    352) Area:3 Z=39  Y-86      bl:1     ln:2    
    353) Area:3 Z=39  Y-87      bl:6     ln:7    
    354) Area:3 Z=39  Y-88      bl:10    ln:15   
    355) Area:3 Z=39  Y-89      bl:173   ln:290  
    356) Area:3 Z=39  Y-90      bl:15    ln:18   
    357) Area:3 Z=39  Y-91      bl:13    ln:16   
    358) Area:3 Z=39  Y-92      bl:1     ln:2    
    359) Area:3 Z=39  Y-93      bl:11    ln:15   
    360) Area:3 Z=39  Y-94      bl:1     ln:2    
    361) Area:3 Z=39  Y-95      bl:1     ln:2    
    362) Area:3 Z=39  Y-CMP     bl:2     ln:2    
    363) Area:3 Z=40  ZR-0      bl:75    ln:122  
    364) Area:3 Z=40  ZR-86     bl:2     ln:3    
    365) Area:3 Z=40  ZR-87     bl:1     ln:2    
    366) Area:3 Z=40  ZR-88     bl:1     ln:2    
    367) Area:3 Z=40  ZR-89     bl:2     ln:3    
    368) Area:3 Z=40  ZR-90     bl:190   ln:359  
    369) Area:3 Z=40  ZR-91     bl:73    ln:131  
    370) Area:3 Z=40  ZR-92     bl:78    ln:124  
    371) Area:3 Z=40  ZR-93     bl:20    ln:23   
    372) Area:3 Z=40  ZR-94     bl:96    ln:156  
    373) Area:3 Z=40  ZR-95     bl:12    ln:16   
    374) Area:3 Z=40  ZR-96     bl:71    ln:106  
    375) Area:3 Z=40  ZR-97     bl:11    ln:15   
    376) Area:3 Z=40  ZR-98     bl:1     ln:1    
    377) Area:3 Z=40  ZR-CMP    bl:1     ln:1    
    378) Area:3 Z=40  ZR-HYD    bl:5     ln:7    
    379) Area:3 Z=41  NB-88     bl:1     ln:2    
    380) Area:3 Z=41  NB-89     bl:1     ln:2    
    381) Area:3 Z=41  NB-90     bl:1     ln:2    
    382) Area:3 Z=41  NB-91     bl:5     ln:6    
    383) Area:3 Z=41  NB-92     bl:6     ln:7    
    384) Area:3 Z=41  NB-93     bl:318   ln:576  
    385) Area:3 Z=41  NB-94     bl:14    ln:15   
    386) Area:3 Z=41  NB-95     bl:17    ln:21   
    387) Area:3 Z=41  NB-96     bl:3     ln:4    
    388) Area:3 Z=41  NB-97     bl:1     ln:2    
    389) Area:3 Z=41  NB-98     bl:1     ln:2    
    390) Area:3 Z=41  NB-99     bl:1     ln:2    
    391) Area:3 Z=42  MO-0      bl:55    ln:114  
    392) Area:3 Z=42  MO-100    bl:101   ln:175  
    393) Area:3 Z=42  MO-101    bl:1     ln:2    
    394) Area:3 Z=42  MO-90     bl:1     ln:2    
    395) Area:3 Z=42  MO-91     bl:2     ln:3    
    396) Area:3 Z=42  MO-92     bl:153   ln:294  
    397) Area:3 Z=42  MO-93     bl:2     ln:3    
    398) Area:3 Z=42  MO-94     bl:60    ln:93   
    399) Area:3 Z=42  MO-95     bl:72    ln:113  
    400) Area:3 Z=42  MO-96     bl:83    ln:138  
    401) Area:3 Z=42  MO-97     bl:66    ln:106  
    402) Area:3 Z=42  MO-98     bl:108   ln:193  
    403) Area:3 Z=42  MO-99     bl:14    ln:21   
    404) Area:3 Z=43  TC-100    bl:3     ln:4    
    405) Area:3 Z=43  TC-101    bl:1     ln:2    
    406) Area:3 Z=43  TC-102    bl:1     ln:2    
    407) Area:3 Z=43  TC-103    bl:1     ln:2    
    408) Area:3 Z=43  TC-104    bl:1     ln:2    
    409) Area:3 Z=43  TC-92     bl:1     ln:2    
    410) Area:3 Z=43  TC-93     bl:1     ln:2    
    411) Area:3 Z=43  TC-94     bl:1     ln:2    
    412) Area:3 Z=43  TC-95     bl:1     ln:2    
    413) Area:3 Z=43  TC-96     bl:1     ln:2    
    414) Area:3 Z=43  TC-97     bl:1     ln:2    
    415) Area:3 Z=43  TC-98     bl:3     ln:4    
    416) Area:3 Z=43  TC-99     bl:40    ln:53   
    417) Area:3 Z=44  RU-0      bl:7     ln:9    
    418) Area:3 Z=44  RU-100    bl:27    ln:36   
    419) Area:3 Z=44  RU-101    bl:40    ln:46   
    420) Area:3 Z=44  RU-102    bl:45    ln:61   
    421) Area:3 Z=44  RU-103    bl:18    ln:22   
    422) Area:3 Z=44  RU-104    bl:47    ln:62   
    423) Area:3 Z=44  RU-105    bl:13    ln:17   
    424) Area:3 Z=44  RU-106    bl:11    ln:15   
    425) Area:3 Z=44  RU-107    bl:1     ln:2    
    426) Area:3 Z=44  RU-95     bl:1     ln:2    
    427) Area:3 Z=44  RU-96     bl:33    ln:44   
    428) Area:3 Z=44  RU-97     bl:1     ln:2    
    429) Area:3 Z=44  RU-98     bl:14    ln:17   
    430) Area:3 Z=44  RU-99     bl:20    ln:24   
    431) Area:3 Z=45  RH-100    bl:2     ln:3    
    432) Area:3 Z=45  RH-101    bl:1     ln:2    
    433) Area:3 Z=45  RH-102    bl:1     ln:2    
    434) Area:3 Z=45  RH-103    bl:138   ln:250  
    435) Area:3 Z=45  RH-104    bl:7     ln:10   
    436) Area:3 Z=45  RH-105    bl:17    ln:21   
    437) Area:3 Z=45  RH-106    bl:2     ln:3    
    438) Area:3 Z=45  RH-107    bl:1     ln:2    
    439) Area:3 Z=45  RH-108    bl:2     ln:3    
    440) Area:3 Z=45  RH-109    bl:1     ln:2    
    441) Area:3 Z=45  RH-97     bl:1     ln:2    
    442) Area:3 Z=45  RH-98     bl:1     ln:2    
    443) Area:3 Z=45  RH-99     bl:1     ln:2    
    444) Area:3 Z=46  PD-0      bl:12    ln:18   
    445) Area:3 Z=46  PD-100    bl:1     ln:2    
    446) Area:3 Z=46  PD-101    bl:1     ln:2    
    447) Area:3 Z=46  PD-102    bl:29    ln:44   
    448) Area:3 Z=46  PD-103    bl:1     ln:2    
    449) Area:3 Z=46  PD-104    bl:27    ln:35   
    450) Area:3 Z=46  PD-105    bl:50    ln:60   
    451) Area:3 Z=46  PD-106    bl:46    ln:64   
    452) Area:3 Z=46  PD-107    bl:18    ln:21   
    453) Area:3 Z=46  PD-108    bl:65    ln:96   
    454) Area:3 Z=46  PD-109    bl:15    ln:21   
    455) Area:3 Z=46  PD-110    bl:55    ln:98   
    456) Area:3 Z=46  PD-111    bl:2     ln:4    
    457) Area:3 Z=46  PD-112    bl:12    ln:17   
    458) Area:3 Z=46  PD-113    bl:1     ln:2    
    459) Area:3 Z=46  PD-114    bl:1     ln:2    
    460) Area:3 Z=46  PD-99     bl:1     ln:2    
    461) Area:3 Z=46  PD-CMP    bl:2     ln:2    
    462) Area:3 Z=47  AG-0      bl:50    ln:92   
    463) Area:3 Z=47  AG-102    bl:1     ln:2    
    464) Area:3 Z=47  AG-103    bl:1     ln:2    
    465) Area:3 Z=47  AG-104    bl:1     ln:2    
    466) Area:3 Z=47  AG-105    bl:1     ln:2    
    467) Area:3 Z=47  AG-106    bl:2     ln:3    
    468) Area:3 Z=47  AG-107    bl:84    ln:137  
    469) Area:3 Z=47  AG-108    bl:5     ln:6    
    470) Area:3 Z=47  AG-109    bl:95    ln:167  
    471) Area:3 Z=47  AG-110    bl:5     ln:6    
    472) Area:3 Z=47  AG-111    bl:11    ln:15   
    473) Area:3 Z=47  AG-112    bl:2     ln:3    
    474) Area:3 Z=47  AG-113    bl:1     ln:2    
    475) Area:3 Z=47  AG-114    bl:1     ln:2    
    476) Area:3 Z=47  AG-115    bl:1     ln:2    
    477) Area:3 Z=47  AG-CMP    bl:1     ln:1    
    478) Area:3 Z=48  CD-0      bl:45    ln:88   
    479) Area:3 Z=48  CD-104    bl:2     ln:4    
